,Calibrations,Condition,Method,replicate,AD,GTEE,l-true,l-est
149,3,outgroup.0.species.0.15.genes.0.15,LSD+Concat(RAxML),050,0.736444444444444,0.45703472936764683,0.4629161200273824,0.3065143156408926
150,3,outgroup.0.species.0.15.genes.0.15,LSD+Concat(RAxML),051,0.129851851851852,0.5838461880055373,0.33556083837271095,0.28381817457885544
151,3,outgroup.0.species.0.15.genes.0.15,LSD+Concat(RAxML),052,0.909333333333337,0.7629190516714325,0.3812417647479705,0.0823700914771939
152,3,outgroup.0.species.0.15.genes.0.15,LSD+Concat(RAxML),053,0.42481481481481714,0.6143250195633645,0.4431954688017085,0.3241223967373311
153,3,outgroup.0.species.0.15.genes.0.15,LSD+Concat(RAxML),054,0.480666666666668,0.4519043562415645,0.4022941623954172,0.3457290258788317
154,3,outgroup.0.species.0.15.genes.0.15,LSD+Concat(RAxML),055,0.6509629629629604,0.47422789862441417,0.3215270445936159,0.19816791717821344
155,3,outgroup.0.species.0.15.genes.0.15,LSD+Concat(RAxML),056,0.7153333333333333,0.4683132328741638,0.2751596915832259,0.1773171071354162
156,3,outgroup.0.species.0.15.genes.0.15,LSD+Concat(RAxML),057,0.4940740740740747,0.7379664488112317,0.45580757164535035,0.2514832622891549
157,3,outgroup.0.species.0.15.genes.0.15,LSD+Concat(RAxML),058,0.10518518518518558,0.5855304572697805,0.3038162807854467,0.29742514547460863
158,3,outgroup.0.species.0.15.genes.0.15,LSD+Concat(RAxML),059,0.2174814814814816,0.2425394531562041,0.46238007820011245,0.40432889452796966
159,3,outgroup.0.species.0.15.genes.0.15,LSD+Concat(RAxML),060,0.8676296296296324,0.6826138694347103,0.2675356034336436,0.1185671665043789
160,3,outgroup.0.species.0.15.genes.0.15,LSD+Concat(RAxML),061,0.6192592592592573,0.513648452984803,0.3764923940074114,0.21470935403438685
161,3,outgroup.0.species.0.15.genes.0.15,LSD+Concat(RAxML),062,0.6308888888888866,0.7777331809591481,0.42089309826453036,0.2165160861431549
162,3,outgroup.0.species.0.15.genes.0.15,LSD+Concat(RAxML),063,0.8901481481481511,0.6737706508333202,0.3777760509965049,0.08502755395862839
163,3,outgroup.0.species.0.15.genes.0.15,LSD+Concat(RAxML),064,0.4940740740740743,0.43276500334705137,0.458932788455036,0.33925736589683814
164,3,outgroup.0.species.0.15.genes.0.15,LSD+Concat(RAxML),065,0.5688148148148128,0.4005789621146884,0.448750325442603,0.22531521416096048
165,3,outgroup.0.species.0.15.genes.0.15,LSD+Concat(RAxML),066,0.1336296296296299,0.4874939909117976,0.4574191739378919,0.36459827597079925
166,3,outgroup.0.species.0.15.genes.0.15,LSD+Concat(RAxML),067,0.5134074074074066,0.647348710481838,0.3386562869395164,0.22509794442229117
167,3,outgroup.0.species.0.15.genes.0.15,LSD+Concat(RAxML),068,0.8742222222222255,0.752872017944346,0.40084801062666603,0.1405678839426218
168,3,outgroup.0.species.0.15.genes.0.15,LSD+Concat(RAxML),069,0.5394074074074062,0.39436811236679137,0.3945493860488684,0.20080046547631586
169,3,outgroup.0.species.0.15.genes.0.15,LSD+Concat(RAxML),070,0.2267407407407411,0.37744787259885315,0.4013133212486141,0.293208622962399
170,3,outgroup.0.species.0.15.genes.0.15,LSD+Concat(RAxML),071,0.6454074074074048,0.6610728426815027,0.3906445740437912,0.21900598537369356
171,3,outgroup.0.species.0.15.genes.0.15,LSD+Concat(RAxML),072,0.36985185185185393,0.31732248121698137,0.5756297039813947,0.45331534480017244
172,3,outgroup.0.species.0.15.genes.0.15,LSD+Concat(RAxML),073,0.07703703703703718,0.45801176852193815,0.37489704494317766,0.3433610676177544
173,3,outgroup.0.species.0.15.genes.0.15,LSD+Concat(RAxML),074,0.2665185185185183,0.5439485841241004,0.4583323973673134,0.33196411475274507
174,3,outgroup.0.species.0.15.genes.0.15,LSD+Concat(RAxML),075,0.5265185185185177,0.3978206329437099,0.44798415010929954,0.3148498009955024
175,3,outgroup.0.species.0.15.genes.0.15,LSD+Concat(RAxML),076,0.23948148148148163,0.5829908888545928,0.40199655778696675,0.4652567295294716
176,3,outgroup.0.species.0.15.genes.0.15,LSD+Concat(RAxML),077,0.09103703703703735,0.3731699262927244,0.5020831366892504,0.42051154802495483
177,3,outgroup.0.species.0.15.genes.0.15,LSD+Concat(RAxML),078,0.9126666666666701,0.717942381307396,0.29955381601579406,0.12395355655606921
178,3,outgroup.0.species.0.15.genes.0.15,LSD+Concat(RAxML),079,0.6691111111111098,0.707332242513167,0.39934204475215945,0.22361284714906174
179,3,outgroup.0.species.0.15.genes.0.15,LSD+Concat(RAxML),080,0.8958518518518545,0.3821514096108042,0.22355421709517734,0.11109115167204672
180,3,outgroup.0.species.0.15.genes.0.15,LSD+Concat(RAxML),081,0.063111111111111,0.736322545130364,0.4188196237958549,0.672502827272415
181,3,outgroup.0.species.0.15.genes.0.15,LSD+Concat(RAxML),082,0.09429629629629661,0.36833344666378676,0.3925837660876278,0.325308283424156
182,3,outgroup.0.species.0.15.genes.0.15,LSD+Concat(RAxML),083,0.7403703703703698,0.663432528779002,0.3512369833062789,0.22706684845556382
183,3,outgroup.0.species.0.15.genes.0.15,LSD+Concat(RAxML),084,0.030814814814814726,0.33841994279764837,0.4622012947224398,0.4159375386508971
184,3,outgroup.0.species.0.15.genes.0.15,LSD+Concat(RAxML),085,0.10525925925925946,0.2920512171962395,0.31860114153281677,0.25786781964852135
