,Calibrations,Condition,Method,replicate,AD,GTEE,l-true,l-est
21,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,022,0.29948148148148185,0.24271115414220848,28.916810947364553,26.276058
22,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,023,0.07214814814814817,0.46799928702368393,19.13339039820165,15.526219999999999
23,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,024,0.7655555555555562,0.4915263747490844,3.06656147259955,8.984340199999998
24,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,025,0.2586666666666661,0.5762464124581227,10.047369599767,9.958072999999999
25,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,026,0.3905185185185206,0.579235137702457,6.157965492267101,38.88531
26,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,027,0.11607407407407433,0.39346539940177816,13.182132159653353,17.230252
27,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,028,0.3780000000000023,0.8171772788501015,1.4051761418213502,1.1443999999999999
28,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,029,0.27474074074074073,0.5206626805085589,2.8290081959862508,3.9433674000000005
29,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,030,0.5474074074074057,0.36018403173575525,9.1856025998553,10.093817999999999
30,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,031,0.3903703703703723,0.39378327389646733,6.407030274753851,5.9423010000000005
31,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,032,0.7915555555555561,0.3266535486256698,2.41229162787445,8.151743
32,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,033,0.4104444444444467,0.3198943279652247,30.405999847324498,42.150105
33,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,034,0.7245185185185178,0.6591141990824875,4.600650154745201,2.8401889999999996
34,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,035,0.14481481481481512,0.5199224102075813,24.564257089906498,78.53477999999998
35,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,036,0.7191851851851848,0.6295209775292974,3.1507554053446003,2.965005
36,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,037,0.7098518518518507,0.6913881477466124,4.62165643072555,4.093267000000001
37,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,038,0.5639999999999981,0.3752529306150978,8.541176693568799,12.546005999999998
38,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,039,0.46525925925926015,0.6302365078492292,3.2696081283576004,13.715364999999998
39,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,040,0.043925925925925854,0.36732306426329897,20.2392722057337,36.04399
40,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,041,0.08185185185185204,0.2917119967522574,35.34562171451945,57.0571
41,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,042,0.21229629629629684,0.2391729828522284,64.6216654883744,110.34933
42,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,043,0.43740740740740924,0.5696655902735517,12.85620781870455,8.97375
43,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,044,0.527703703703703,0.6061413981988177,9.96687401666135,20.615119
44,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,045,0.4686666666666676,0.27958765560250115,13.70505427077725,25.18826
45,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,046,0.806370370370372,0.39554131077239585,3.9555470293496997,6.765452
46,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,047,0.5262222222222214,0.3341601021182123,15.67254683798855,61.9183
47,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,048,0.6393333333333305,0.3784198489751923,3.4115014104818506,6.5037400000000005
48,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,049,0.49370370370370426,0.3838501067571897,17.435725481356705,33.22644
49,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,050,0.736444444444444,0.45703472936764683,5.902060832934301,11.366041
50,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,051,0.129851851851852,0.5838461880055373,8.908836136725451,8.114468800000001
51,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,052,0.909333333333337,0.7629190516714325,2.4398325417281503,2.4316719
52,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,053,0.42481481481481714,0.6143250195633645,14.582953226446401,11.1088474
53,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,054,0.480666666666668,0.4519043562415645,13.5413305920408,72.2114
54,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,055,0.6509629629629604,0.47422789862441417,5.02400622727505,5.001733099999999
55,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,056,0.7153333333333333,0.4683132328741638,8.498125760580201,10.1815013
56,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,057,0.4940740740740747,0.7379664488112317,15.73005806953455,44.82033
57,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,058,0.10518518518518558,0.5855304572697805,4.5662048905394,4.035748
58,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,059,0.2174814814814816,0.2425394531562041,48.224393059196345,49.70503000000001
59,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,060,0.8676296296296324,0.6826138694347103,3.12760543176995,3.3375079999999997
60,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,061,0.6192592592592573,0.513648452984803,2.29329553370155,1.7017099999999998
61,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,062,0.6308888888888866,0.7777331809591481,6.398276728932,5.0175600000000005
62,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,063,0.8901481481481511,0.6737706508333202,2.2978784867327002,0.7624527000000001
63,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,064,0.4940740740740743,0.43276500334705137,6.31727835814085,7.962187999999999
64,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,065,0.5688148148148128,0.4005789621146884,10.98844654387835,3.6231043
65,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,066,0.1336296296296299,0.4874939909117976,12.285802547039252,58.968723
66,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,067,0.5134074074074066,0.647348710481838,5.612823474908151,5.509820000000001
67,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,068,0.8742222222222255,0.752872017944346,1.46895286811665,0.9768862
68,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,069,0.5394074074074062,0.39436811236679137,12.477080991205751,9.405721
69,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,070,0.2267407407407411,0.37744787259885315,20.0321764737704,32.25157
70,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,071,0.6454074074074048,0.6610728426815027,6.4916143737445005,14.164056
71,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,072,0.36985185185185393,0.31732248121698137,39.0271689041392,99.6865
72,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,073,0.07703703703703718,0.45801176852193815,6.1151078074799,6.525322
73,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,074,0.2665185185185183,0.5439485841241004,14.01063563308405,18.211409999999997
74,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,075,0.5265185185185177,0.3978206329437099,8.19388594819795,5.383361799999999
75,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,076,0.23948148148148163,0.5829908888545928,24.413002229639446,168.35231
76,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,077,0.09103703703703735,0.3731699262927244,111.5082595179657,84.3957
77,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,078,0.9126666666666701,0.717942381307396,1.4573863232305,1.2614687
78,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,079,0.6691111111111098,0.707332242513167,5.335360444909001,7.611824000000001
79,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,080,0.8958518518518545,0.3821514096108042,3.4165068719306504,3.494149
80,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,081,0.063111111111111,0.736322545130364,24.232576913738203,35.646975
81,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,082,0.09429629629629661,0.36833344666378676,16.73899005559235,20.985800000000005
82,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,083,0.7403703703703698,0.663432528779002,5.02042403973245,7.087821
83,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,084,0.030814814814814726,0.33841994279764837,22.96198667631835,16.189429999999998
84,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,085,0.10525925925925946,0.2920512171962395,10.475565870043601,9.420144999999998
85,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,086,0.029407407407407295,0.5808768517605751,9.033713664870001,23.616169999999997
86,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,087,0.6250370370370345,0.5197936710571477,3.6144335231313502,4.123365
87,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,088,0.3695555555555572,0.3648117067722635,25.5318873924614,23.056407
88,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,089,0.4505925925925943,0.5500425209418016,7.81746267332765,17.163734
89,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,090,0.4897037037037043,0.48065886512774897,4.568354366918999,5.365708
90,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,091,0.9114814814814863,0.5907620804702056,1.80322145956995,1.5473599999999998
91,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,092,0.20340740740740804,0.36252884165626437,6.768738469714,71.72584
92,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,093,0.25933333333333314,0.3987919769915321,12.179746188844799,9.685573000000002
93,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,094,0.17414814814814886,0.34606752213959546,22.326046301022103,15.19829
94,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,095,0.26644444444444415,0.41245796263291273,26.2728559696178,63.323629999999994
95,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,096,0.4981481481481481,0.3702051567138184,13.4649984450588,12.11077
96,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,097,0.5935555555555537,0.6103541724489511,2.2303979769587503,4.501445
97,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,098,0.758888888888889,0.4842000652649185,5.186559034619201,6.7587850000000005
98,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,099,0.8074074074074086,0.49810584103575306,1.49157549743845,3.4254963
99,3,outgroup.0.species.0.15.genes.0.15,LSD+CASTLES-Pro,100,0.0645185185185184,0.4491915839899245,83.4160023445576,73.0218
100,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,001,0.5259999999999988,0.5410144059658988,8.054683121100851,5.114637
101,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,002,0.22014814814814831,0.40977601117342355,19.219103583071753,17.76627
102,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,003,0.36555555555555747,0.6302838286556018,7.26183964439905,6.446070000000001
103,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,004,0.4834074074074083,0.4844009614186549,4.737900402403801,8.271189999999999
104,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,005,0.5631851851851827,0.6572454616856456,7.8578237697662505,4.019195
105,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,006,0.854666666666669,0.5781402603307109,3.2486213225745497,3.1432980000000006
106,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,007,0.14940740740740788,0.44642437401911433,34.57032780190365,47.6072
107,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,008,0.278148148148148,0.28555820886466937,15.53666492309245,15.22681
108,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,009,0.5112592592592585,0.36324690459504505,10.248556849234152,3.6481398
109,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,010,0.2836296296296299,0.480865240524267,9.387334745824552,13.805191000000002
110,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,011,0.7174074074074068,0.6983216853261927,3.3324314928147505,1.0075649999999996
111,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,012,0.4942962962962966,0.3059284159153626,13.5604203357053,13.784780000000001
112,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,013,0.6484444444444425,0.7844334056102499,2.6866008638323504,2.0871823999999997
113,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,014,0.5997037037037016,0.5368180791986852,7.90506752645095,8.987680000000001
114,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,015,0.048962962962962917,0.45105441888349107,59.10423025282691,81.41313
115,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,016,0.3954814814814837,0.5150065805226738,30.16935134842545,21.031630300000003
116,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,017,0.3549629629629644,0.289404814501114,31.4080953068906,14.7273
117,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,018,0.734666666666667,0.42528352306110856,7.504107237094352,5.6380479999999995
118,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,019,0.686592592592591,0.5453044928207359,4.56395609622885,3.744008
119,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,020,0.3656296296296313,0.385255160111522,10.912760810587352,10.067331000000001
120,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,021,0.12133333333333364,0.32643379359515434,163.67582808668897,203.14720000000003
121,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,022,0.29948148148148185,0.24271115414220848,28.916810947364553,9.381043000000002
122,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,023,0.07214814814814817,0.46799928702368393,19.13339039820165,14.823029999999997
123,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,024,0.7655555555555562,0.4915263747490844,3.06656147259955,2.7978429999999994
124,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,025,0.2586666666666661,0.5762464124581227,10.047369599767,9.117116
125,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,026,0.3905185185185206,0.579235137702457,6.157965492267101,31.588227
126,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,027,0.11607407407407433,0.39346539940177816,13.182132159653353,15.606691000000001
127,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,028,0.3780000000000023,0.8171772788501015,1.4051761418213502,1.2494318999999996
128,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,029,0.27474074074074073,0.5206626805085589,2.8290081959862508,3.352857
129,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,030,0.5474074074074057,0.36018403173575525,9.1856025998553,7.703464
130,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,031,0.3903703703703723,0.39378327389646733,6.407030274753851,5.15244
131,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,032,0.7915555555555561,0.3266535486256698,2.41229162787445,2.318169
132,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,033,0.4104444444444467,0.3198943279652247,30.405999847324498,16.8596
133,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,034,0.7245185185185178,0.6591141990824875,4.600650154745201,2.5550049999999995
134,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,035,0.14481481481481512,0.5199224102075813,24.564257089906498,55.865662
135,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,036,0.7191851851851848,0.6295209775292974,3.1507554053446003,2.965004
136,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,037,0.7098518518518507,0.6913881477466124,4.62165643072555,3.905197
137,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,038,0.5639999999999981,0.3752529306150978,8.541176693568799,8.352945000000002
138,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,039,0.46525925925926015,0.6302365078492292,3.2696081283576004,5.031619
139,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,040,0.043925925925925854,0.36732306426329897,20.2392722057337,23.68136
140,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,041,0.08185185185185204,0.2917119967522574,35.34562171451945,51.27928
141,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,042,0.21229629629629684,0.2391729828522284,64.6216654883744,82.42164000000001
142,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,043,0.43740740740740924,0.5696655902735517,12.85620781870455,7.4561969999999995
143,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,044,0.527703703703703,0.6061413981988177,9.96687401666135,14.697482399999998
144,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,045,0.4686666666666676,0.27958765560250115,13.70505427077725,8.955144999999998
145,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,046,0.806370370370372,0.39554131077239585,3.9555470293496997,3.993418
146,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,047,0.5262222222222214,0.3341601021182123,15.67254683798855,8.666613
147,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,048,0.6393333333333305,0.3784198489751923,3.4115014104818506,2.940956
148,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,049,0.49370370370370426,0.3838501067571897,17.435725481356705,18.476435
149,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,050,0.736444444444444,0.45703472936764683,5.902060832934301,4.98341
150,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,051,0.129851851851852,0.5838461880055373,8.908836136725451,8.821937
151,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,052,0.909333333333337,0.7629190516714325,2.4398325417281503,2.2840852000000003
152,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,053,0.42481481481481714,0.6143250195633645,14.582953226446401,10.49308
153,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,054,0.480666666666668,0.4519043562415645,13.5413305920408,18.543803
154,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,055,0.6509629629629604,0.47422789862441417,5.02400622727505,4.523853000000001
155,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,056,0.7153333333333333,0.4683132328741638,8.498125760580201,8.8910969
156,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,057,0.4940740740740747,0.7379664488112317,15.73005806953455,25.10276
157,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,058,0.10518518518518558,0.5855304572697805,4.5662048905394,3.616367
158,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,059,0.2174814814814816,0.2425394531562041,48.224393059196345,39.52929
159,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,060,0.8676296296296324,0.6826138694347103,3.12760543176995,2.430769
160,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,061,0.6192592592592573,0.513648452984803,2.29329553370155,1.218001
161,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,062,0.6308888888888866,0.7777331809591481,6.398276728932,4.4140687000000005
162,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,063,0.8901481481481511,0.6737706508333202,2.2978784867327002,0.6122126
163,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,064,0.4940740740740743,0.43276500334705137,6.31727835814085,3.4628544
164,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,065,0.5688148148148128,0.4005789621146884,10.98844654387835,2.703465
165,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,066,0.1336296296296299,0.4874939909117976,12.285802547039252,13.823034
166,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,067,0.5134074074074066,0.647348710481838,5.612823474908151,5.353143
167,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,068,0.8742222222222255,0.752872017944346,1.46895286811665,0.6382092199999999
168,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,069,0.5394074074074062,0.39436811236679137,12.477080991205751,5.727676000000001
169,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,070,0.2267407407407411,0.37744787259885315,20.0321764737704,17.55129
170,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,071,0.6454074074074048,0.6610728426815027,6.4916143737445005,5.862941
171,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,072,0.36985185185185393,0.31732248121698137,39.0271689041392,29.1598
172,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,073,0.07703703703703718,0.45801176852193815,6.1151078074799,5.720812
173,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,074,0.2665185185185183,0.5439485841241004,14.01063563308405,11.382075999999998
174,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,075,0.5265185185185177,0.3978206329437099,8.19388594819795,4.6356654
175,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,076,0.23948148148148163,0.5829908888545928,24.413002229639446,89.772524
176,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,077,0.09103703703703735,0.3731699262927244,111.5082595179657,75.086882
177,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,078,0.9126666666666701,0.717942381307396,1.4573863232305,0.8238534000000002
178,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,079,0.6691111111111098,0.707332242513167,5.335360444909001,4.038249100000002
179,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,080,0.8958518518518545,0.3821514096108042,3.4165068719306504,3.3680058
180,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,081,0.063111111111111,0.736322545130364,24.232576913738203,6196.40515
181,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,082,0.09429629629629661,0.36833344666378676,16.73899005559235,17.580523
182,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,083,0.7403703703703698,0.663432528779002,5.02042403973245,5.283898
183,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,084,0.030814814814814726,0.33841994279764837,22.96198667631835,18.516019999999997
184,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,085,0.10525925925925946,0.2920512171962395,10.475565870043601,8.889940000000001
185,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,086,0.029407407407407295,0.5808768517605751,9.033713664870001,16.721692
186,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,087,0.6250370370370345,0.5197936710571477,3.6144335231313502,3.3109749999999996
187,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,088,0.3695555555555572,0.3648117067722635,25.5318873924614,12.386999
188,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,089,0.4505925925925943,0.5500425209418016,7.81746267332765,8.940722999999998
189,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,090,0.4897037037037043,0.48065886512774897,4.568354366918999,4.352567199999999
190,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,091,0.9114814814814863,0.5907620804702056,1.80322145956995,0.6832718
191,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,092,0.20340740740740804,0.36252884165626437,6.768738469714,35.72036
192,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,093,0.25933333333333314,0.3987919769915321,12.179746188844799,6.734293
193,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,094,0.17414814814814886,0.34606752213959546,22.326046301022103,12.387175999999998
194,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,095,0.26644444444444415,0.41245796263291273,26.2728559696178,35.811049999999994
195,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,096,0.4981481481481481,0.3702051567138184,13.4649984450588,9.411265
196,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,097,0.5935555555555537,0.6103541724489511,2.2303979769587503,2.5738571999999995
197,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,098,0.758888888888889,0.4842000652649185,5.186559034619201,5.14674
198,3,outgroup.0.species.0.15.genes.0.15,LSD+ConBL,099,0.8074074074074086,0.49810584103575306,1.49157549743845,1.50347785
