,Taxon,Branch Type,l1,l2,l1/l2,Topology
43,Pitta guaj LSUMZ36368,terminal,0.347943,0.995815,0.349405261,ASTRAL
44,Pitta guaj A10887,terminal,0.347943,0.995815,0.349405261,ASTRAL
45,  ,internal,0.536711,0.099929,5.370923356,ASTRAL
46,Pitta guaj A9652,terminal,0.884654,1.095744,0.807354638,ASTRAL
47,  ,internal,0.277959,0.71674,0.387810085,ASTRAL
48,Pitta baud LSUMZ30211,terminal,1.162613,1.812484,0.641447318,ASTRAL
49,  ,internal,0.998307,1.690634,0.590492679,ASTRAL
50,Pitta cyane K31228,terminal,2.16092,3.503118,0.616856184,ASTRAL
51,  ,internal,1.340554,2.253449,0.594889878,ASTRAL
52,Pitta soror K23304,terminal,0.891858,2.366355,0.376891041,ASTRAL
53,Pitta oat A2636,terminal,0.891858,2.366355,0.376891041,ASTRAL
54,  ,internal,1.013998,1.966463,0.515645603,ASTRAL
55,Pitta caelea A11090,terminal,1.905856,4.332818,0.439865233,ASTRAL
56,  ,internal,1.595619,1.423748,1.12071729,ASTRAL
57,  ,internal,1.696992,5.397341,0.314412597,ASTRAL
58,  ,internal,0.037335,0.486411,0.076756077,ASTRAL
59,Pitta gratin LSUMZ34916,terminal,0.664221,0.461126,1.440432767,ASTRAL
60,Pitta usshe CU,terminal,0.664221,0.461126,1.440432767,ASTRAL
61,  ,internal,2.523009,8.242538,0.306096132,ASTRAL
62,Pitta koch KU25518,terminal,3.18723,8.703665,0.366194011,ASTRAL
63,  ,internal,2.048572,2.936653,0.697587355,ASTRAL
64,  ,internal,2.379106,0.015729,151.2560239,ASTRAL
65,Pitta eryter SB03651,terminal,7.614907,11.656046,0.653301042,ASTRAL
66,  ,internal,4.681713,11.567451,0.404731604,ASTRAL
67,Calymen whiadi L52625,terminal,1.466006,4.361662,0.336111785,ASTRAL
68,Calymen hosii L78709,terminal,1.466006,4.361662,0.336111785,ASTRAL
69,  ,internal,2.419144,0.160461,15.07621167,ASTRAL
70,Calymen virdis L51137,terminal,3.88515,4.522123,0.859142929,ASTRAL
71,  ,internal,7.997587,12.718758,0.628802514,ASTRAL
72,Smitho sharp UM233887,terminal,1.731781,2.919595,0.593157955,ASTRAL
73,Smitho rufter L45352,terminal,1.731781,2.919595,0.593157955,ASTRAL
74,  ,internal,3.144742,0.232879,13.50375946,ASTRAL
75,Smitho capsis S636743,terminal,4.876523,3.152475,1.546887128,ASTRAL
76,  ,internal,7.006214,14.088406,0.497303527,ASTRAL
77,  ,internal,0.413883,5.982616,0.06918094,ASTRAL
78,  ,internal,0.515095,0.369346,1.394613723,ASTRAL
79,Sapayoa ae L2329,terminal,12.811715,23.592844,0.543033939,ASTRAL
80,  ,internal,0.529178,0.424197,1.247481713,ASTRAL
81,Euryla ochmal L50329,terminal,0.164524,2.089218,0.078749082,ASTRAL
82,Euryla java L79621,terminal,0.164524,2.089218,0.078749082,ASTRAL
83,  ,internal,2.881329,3.78986,0.760273203,ASTRAL
84,Cymrhy macrhy L61536,terminal,3.045852,5.879078,0.518083278,ASTRAL
85,  ,internal,0.696812,1.38203,0.504194554,ASTRAL
86,Euryla steer K19050,terminal,0.967663,0.52525,1.842290338,ASTRAL
87,Euryla steer K20930,terminal,0.967663,0.52525,1.842290338,ASTRAL
88,  ,internal,2.775001,6.735858,0.411974391,ASTRAL
89,  ,internal,0.923863,2.093926,0.441210912,ASTRAL
90,Corydo sumnus L77291,terminal,3.240521,6.765074,0.479007473,ASTRAL
91,Psaris dalsia K25407,terminal,3.240521,6.765074,0.479007473,ASTRAL
92,  ,internal,1.426006,2.58996,0.550589971,ASTRAL
93,  ,internal,0.303752,6.129629,0.049554712,ASTRAL
94,Philep schgel F431191,terminal,1.885003,4.452328,0.423374693,ASTRAL
95,Philep casnea F438676,terminal,1.885003,4.452328,0.423374693,ASTRAL
96,  ,internal,1.349537,5.483256,0.246119641,ASTRAL
97,Neodre hypxan F363809,terminal,0.709667,3.408468,0.20820703,ASTRAL
98,Neodre corsca F345711,terminal,0.709667,3.408468,0.20820703,ASTRAL
99,  ,internal,2.524872,6.527115,0.386828178,ASTRAL
100,  ,internal,1.735739,5.549079,0.312797673,ASTRAL
101,  ,internal,3.597154,0.289211,12.43781876,ASTRAL
102,Serilo lunat SB15168,terminal,8.567433,15.773874,0.543140702,ASTRAL
103,  ,internal,4.77346,8.243166,0.579080902,ASTRAL
104,  ,internal,6.415504,4.844619,1.324253569,ASTRAL
105,Agrior murnus K11848,terminal,0.012616,0.626709,0.020130555,ASTRAL
106,Agrior albcau L72330,terminal,0.012616,0.626709,0.020130555,ASTRAL
107,  ,internal,0.089253,0.068457,1.303781936,ASTRAL
108,Agrior montan L6710,terminal,0.101869,0.695166,0.1465391,ASTRAL
109,  ,internal,0.027613,0.201823,0.136817905,ASTRAL
110,Myiothe fumgat IAvHBTAMC872,terminal,0.073906,0.610737,0.121011172,ASTRAL
111,Myiothe fusfus L1837,terminal,0.073906,0.610737,0.121011172,ASTRAL
112,  ,internal,0.055576,0.286253,0.19414993,ASTRAL
113,  ,internal,0.011594,0.076852,0.150861396,ASTRAL
114,Xolmis cortus KU11859,terminal,0.141076,0.973841,0.144865538,ASTRAL
115,  ,internal,0.034624,0.011473,3.017868038,ASTRAL
116,Xolmis cinreu SB14699,terminal,0.1757,0.985314,0.17831879,ASTRAL
117,  ,internal,0.008623,0.017936,0.480764942,ASTRAL
118,Xolmis pyrope A12144,terminal,0.184322,1.00325,0.183724894,ASTRAL
119,  ,internal,0.004074,0.088111,0.046237133,ASTRAL
120,Xolmis veltus L38195,terminal,0.067433,0.501567,0.13444465,ASTRAL
121,Xolmis irupe SB14801,terminal,0.067433,0.501567,0.13444465,ASTRAL
122,  ,internal,0.120963,0.589793,0.205093991,ASTRAL
123,  ,internal,0.386829,0.02455,15.75678208,ASTRAL
124,Neoxol ruftri LSU14025,terminal,0.391886,0.736642,0.531989759,ASTRAL
125,Xolmis rubtra K11946,terminal,0.391886,0.736642,0.531989759,ASTRAL
126,  ,internal,0.183338,0.379268,0.483399601,ASTRAL
127,  ,internal,0.169948,0.037101,4.580685157,ASTRAL
128,Myiothe strcol L38280,terminal,0.745172,1.153012,0.646282953,ASTRAL
129,  ,internal,0.10281,0.036831,2.79139855,ASTRAL
130,Agrior micro A13502,terminal,0.847982,1.189842,0.712684541,ASTRAL
131,  ,internal,0.210918,0.254111,0.8300231,ASTRAL
132,Poliox rufnis K19488,terminal,0.621522,0.901622,0.68933766,ASTRAL
133,Cnemar erygiu L30022,terminal,0.621522,0.901622,0.68933766,ASTRAL
134,  ,internal,0.437378,0.542331,0.806477963,ASTRAL
135,  ,internal,0.0653,0.275531,0.236996926,ASTRAL
136,Knipo orecen L3178,terminal,0.307668,0.899148,0.342177261,ASTRAL
137,Knipo poerus SB10607,terminal,0.307668,0.899148,0.342177261,ASTRAL
138,  ,internal,0.210324,0.037292,5.639922772,ASTRAL
139,Knipo poecus A14176,terminal,0.517992,0.93644,0.553150229,ASTRAL
140,  ,internal,0.069197,0.127655,0.542062591,ASTRAL
141,Knipo nigmus MPEGDZ5162,terminal,0.017818,0.535105,0.033298138,ASTRAL
142,Knipo franus SP82727,terminal,0.017818,0.535105,0.033298138,ASTRAL
143,  ,internal,0.393362,0.418277,0.94043421,ASTRAL
144,Knipo lopho SB14741,terminal,0.41118,0.953381,0.431286128,ASTRAL
145,  ,internal,0.176009,0.110714,1.589762812,ASTRAL
146,  ,internal,0.019103,0.060894,0.313709068,ASTRAL
147,Knipo atemus LSUMZ44399,terminal,0.059411,0.145932,0.407114272,ASTRAL
148,Knipo signa L44150,terminal,0.059411,0.145932,0.407114272,ASTRAL
149,  ,internal,0.173426,0.357254,0.485441731,ASTRAL
150,Knipo caban KU9690,terminal,0.232837,0.503186,0.462725513,ASTRAL
151,  ,internal,0.301015,0.577789,0.520977381,ASTRAL
152,Knipo hudso L18865,terminal,0.175492,0.294575,0.595746414,ASTRAL
153,Knipo hudso L19103,terminal,0.175492,0.294575,0.595746414,ASTRAL
154,  ,internal,0.287548,0.649067,0.443017439,ASTRAL
155,Knipo strcep L38892,terminal,0.46304,0.943642,0.490694564,ASTRAL
156,  ,internal,0.070813,0.137334,0.515626138,ASTRAL
157,  ,internal,0.07244,0.044014,1.64583996,ASTRAL
158,  ,internal,0.332216,0.027637,12.02069689,ASTRAL
159,Knipo atemus LSU6578,terminal,0.938508,1.152627,0.81423392,ASTRAL
160,  ,internal,0.151765,0.378674,0.400780091,ASTRAL
161,Hymeno pertus SB14701,terminal,1.090273,1.531301,0.711991307,ASTRAL
162,  ,internal,0.033927,0.188183,0.180287274,ASTRAL
163,  ,internal,0.031889,0.147132,0.216737351,ASTRAL
164,Musaxi junin L1203,terminal,0.112021,0.325181,0.344488147,ASTRAL
165,Musaxi captus A12128,terminal,0.112021,0.325181,0.344488147,ASTRAL
166,  ,internal,0.024388,0.079771,0.305725138,ASTRAL
167,Musaxi alpin L30037,terminal,0.051431,0.38445,0.133778125,ASTRAL
168,Musaxi maclo K11679,terminal,0.051431,0.38445,0.133778125,ASTRAL
169,  ,internal,0.084978,0.020501,4.145066094,ASTRAL
170,  ,internal,0.073776,0.012849,5.741769788,ASTRAL
171,Musaxi griseus K17552,terminal,0.210185,0.4178,0.503075634,ASTRAL
172,  ,internal,0.034677,0.018317,1.89315936,ASTRAL
173,Musaxi cinreu A12179,terminal,0.244862,0.436117,0.561459425,ASTRAL
174,  ,internal,0.161254,0.026351,6.119464157,ASTRAL
175,Musaxi alblor A12171,terminal,0.406116,0.462469,0.878147508,ASTRAL
176,  ,internal,0.029721,0.148281,0.200437008,ASTRAL
177,Musaxi flavcha A12184,terminal,0.435836,0.61075,0.713607859,ASTRAL
178,  ,internal,0.478454,0.638901,0.748870326,ASTRAL
179,Musaxi mactri L103850,terminal,0.914291,1.249651,0.731637073,ASTRAL
180,  ,internal,0.186374,0.423393,0.440191501,ASTRAL
181,Musaxi fluvi L1188,terminal,1.100665,1.673044,0.657881682,ASTRAL
182,  ,internal,0.055424,0.193572,0.286322402,ASTRAL
183,  ,internal,0.376804,0.05214,7.22677407,ASTRAL
184,Satrapa icter K9896,terminal,1.532893,1.918756,0.798899391,ASTRAL
185,  ,internal,0.089911,0.253404,0.354812868,ASTRAL
186,Ochoec leurys UWBM70458,terminal,0.1185,0.304987,0.388541151,ASTRAL
187,Ochoec leurys L3833,terminal,0.1185,0.304987,0.388541151,ASTRAL
188,  ,internal,0.066442,0.345365,0.192381973,ASTRAL
189,Ochoec piurae L49651,terminal,0.184941,0.650352,0.284370618,ASTRAL
190,  ,internal,0.076398,0.096236,0.793860925,ASTRAL
191,Ochoec ruflis L1216,terminal,0.26134,0.746589,0.35004534,ASTRAL
192,  ,internal,0.075836,0.037611,2.016325011,ASTRAL
193,Ochoec fumic H2554,terminal,0.337176,0.7842,0.429961744,ASTRAL
194,  ,internal,0.119748,0.070768,1.692120733,ASTRAL
195,Ochoec cinven L7999,terminal,0.331116,0.488824,0.677372633,ASTRAL
196,Ochoec cinven PhAMC1138,terminal,0.331116,0.488824,0.677372633,ASTRAL
197,  ,internal,0.125807,0.366144,0.343599786,ASTRAL
198,  ,internal,0.198117,0.052442,3.777830746,ASTRAL
199,Ochoec oenide L1210,terminal,0.65504,0.90741,0.721878754,ASTRAL
200,  ,internal,0.039902,0.108757,0.366891327,ASTRAL
201,Tumbez salvi L5171,terminal,0.694942,1.016167,0.683885621,ASTRAL
202,  ,internal,0.271091,0.014153,19.15431357,ASTRAL
203,Ochoec fumic KU21289,terminal,0.966033,1.030319,0.937605732,ASTRAL
204,  ,internal,0.256451,0.082017,3.12680298,ASTRAL
205,Ochoec cinven L33969,terminal,1.222484,1.112337,1.099023048,ASTRAL
206,  ,internal,0.146744,0.59724,0.24570357,ASTRAL
207,Colorh partri K11725,terminal,1.369228,1.709576,0.800916719,ASTRAL
208,  ,internal,0.03993,0.128061,0.311804531,ASTRAL
209,Ochoec diade AMC899,terminal,0.048461,0.758119,0.063922682,ASTRAL
210,Ochoec jels L3595,terminal,0.048461,0.758119,0.063922682,ASTRAL
211,  ,internal,0.263565,0.021829,12.07407577,ASTRAL
212,Ochoec diade H4182,terminal,0.312026,0.779948,0.400060004,ASTRAL
213,  ,internal,0.114255,0.044084,2.591756646,ASTRAL
214,Ochoec front K16992,terminal,0.118119,0.458301,0.257732364,ASTRAL
215,Ochoec front H2268,terminal,0.118119,0.458301,0.257732364,ASTRAL
216,  ,internal,0.308162,0.365731,0.84259196,ASTRAL
217,  ,internal,0.280671,0.032679,8.588726705,ASTRAL
218,Ochoec pullla LSUMZ7968,terminal,0.391679,0.514333,0.761528037,ASTRAL
219,Ochoec pullla A7059,terminal,0.391679,0.514333,0.761528037,ASTRAL
220,  ,internal,0.315273,0.342378,0.920833114,ASTRAL
221,  ,internal,0.377054,0.067437,5.591203642,ASTRAL
222,Ochoec diade H1821,terminal,1.084006,0.924148,1.172978787,ASTRAL
223,  ,internal,0.325153,0.91349,0.355945878,ASTRAL
224,  ,internal,0.062792,0.146143,0.429661359,ASTRAL
225,Myiopho photra L5601,terminal,0.455244,0.932828,0.48802566,ASTRAL
226,Myiopho rormae A12334,terminal,0.455244,0.932828,0.48802566,ASTRAL
227,  ,internal,0.485348,0.654166,0.741934005,ASTRAL
228,Myiopho flavns L33885,terminal,0.940592,1.586994,0.592687811,ASTRAL
229,  ,internal,0.531359,0.396786,1.339157632,ASTRAL
230,  ,internal,0.150853,0.188379,0.800795205,ASTRAL
231,  ,internal,0.007456,0.028386,0.262664694,ASTRAL
232,Empinax oberh L48075,terminal,0.068759,0.209657,0.327959477,ASTRAL
233,Empinax affin VZ184243,terminal,0.068759,0.209657,0.327959477,ASTRAL
234,  ,internal,0.077035,0.012644,6.092613097,ASTRAL
235,Empinax oberh MVZ168598,terminal,0.145794,0.222301,0.655840505,ASTRAL
236,  ,internal,0.020321,0.204545,0.099347332,ASTRAL
237,Empinax hammo L47262,terminal,0.166116,0.426847,0.38916989,ASTRAL
238,  ,internal,0.069126,0.095157,0.726441565,ASTRAL
239,Empinax wrigh L64538,terminal,0.235242,0.522003,0.450652582,ASTRAL
240,  ,internal,0.022967,0.02368,0.969890203,ASTRAL
241,Empinax minim A17530,terminal,0.258209,0.545684,0.473184114,ASTRAL
242,  ,internal,0.073582,0.086948,0.846275935,ASTRAL
243,Empinax fulfron W112498,terminal,0.202382,0.41421,0.488597571,ASTRAL
244,Empinax atrcep L28310,terminal,0.202382,0.41421,0.488597571,ASTRAL
245,  ,internal,0.129409,0.218421,0.592475083,ASTRAL
246,  ,internal,0.023184,0.140665,0.164817119,ASTRAL
247,Empinax occlis W115396,terminal,0.14438,0.25589,0.564226816,ASTRAL
248,Empinax diffi A15581,terminal,0.14438,0.25589,0.564226816,ASTRAL
249,  ,internal,0.074833,0.159398,0.469472641,ASTRAL
250,Empinax flaves L46480,terminal,0.219213,0.415288,0.527857776,ASTRAL
251,  ,internal,0.068734,0.231616,0.296758428,ASTRAL
252,Empinax flaviven L46790,terminal,0.287947,0.646903,0.445116192,ASTRAL
253,  ,internal,0.067028,0.126393,0.530314179,ASTRAL
254,  ,internal,0.035742,0.030121,1.18661399,ASTRAL
255,Empinax alblar L60923,terminal,0.160552,0.500227,0.320958285,ASTRAL
256,Empinax alnor A17507,terminal,0.160552,0.500227,0.320958285,ASTRAL
257,  ,internal,0.230165,0.303191,0.759141927,ASTRAL
258,  ,internal,0.018939,0.043551,0.434869463,ASTRAL
259,Sayorn nigcan LSUMZ38236,terminal,0.1352,0.249865,0.54109219,ASTRAL
260,Sayorn phoebe A6230,terminal,0.1352,0.249865,0.54109219,ASTRAL
261,  ,internal,0.168037,0.012802,13.12583971,ASTRAL
262,Sayorn nigcan W90854,terminal,0.303237,0.262666,1.154458514,ASTRAL
263,  ,internal,0.059867,0.298082,0.200840708,ASTRAL
264,Sayorn saya L57523,terminal,0.363104,0.560748,0.647535078,ASTRAL
265,  ,internal,0.046552,0.28622,0.16264412,ASTRAL
266,  ,internal,0.039042,0.023511,1.660584407,ASTRAL
267,Contop lati L11330,terminal,0.041043,0.208112,0.197215922,ASTRAL
268,Contop hisp K6337,terminal,0.041043,0.208112,0.197215922,ASTRAL
269,  ,internal,0.083364,0.195588,0.426222468,ASTRAL
270,Contop viren MVZ168655,terminal,0.124406,0.403701,0.308163715,ASTRAL
271,  ,internal,0.006815,0.04266,0.159751524,ASTRAL
272,Contop sorlus K4994,terminal,0.131221,0.446361,0.293979537,ASTRAL
273,  ,internal,0.011104,0.032929,0.337210362,ASTRAL
274,Contop cinreu K3847,terminal,0.142326,0.47929,0.296951741,ASTRAL
275,  ,internal,0.110594,0.028987,3.815296512,ASTRAL
276,Contop viren L37174,terminal,0.252919,0.508277,0.497600718,ASTRAL
277,  ,internal,0.022393,0.139433,0.160600432,ASTRAL
278,Contop pernax L38710,terminal,0.076917,0.285735,0.269189984,ASTRAL
279,Contop lugu L16041,terminal,0.076917,0.285735,0.269189984,ASTRAL
280,  ,internal,0.089277,0.042138,2.118681475,ASTRAL
281,Contop fumgat L22881,terminal,0.166194,0.327872,0.506886834,ASTRAL
282,  ,internal,0.035023,0.189945,0.184384954,ASTRAL
283,Contop ocheus L19784,terminal,0.201217,0.517818,0.388586337,ASTRAL
284,  ,internal,0.059162,0.048162,1.228395831,ASTRAL
285,Contop coope LSUMZ61840,terminal,0.103603,0.171483,0.604159013,ASTRAL
286,Contop coope A17527,terminal,0.103603,0.171483,0.604159013,ASTRAL
287,  ,internal,0.156775,0.394496,0.397405804,ASTRAL
288,  ,internal,0.014934,0.08173,0.182723602,ASTRAL
289,  ,internal,0.148642,0.023482,6.330040031,ASTRAL
290,Contop cinreu LSU66921,terminal,0.423954,0.671192,0.631643405,ASTRAL
291,  ,internal,0.024744,0.199287,0.12416264,ASTRAL
292,  ,internal,0.03854,0.014633,2.633772979,ASTRAL
293,Xenotr calzon AMNH16307,terminal,0.162784,0.054708,2.975506324,ASTRAL
294,Xenotr calzon W99654,terminal,0.162784,0.054708,2.975506324,ASTRAL
295,  ,internal,0.324454,0.830405,0.390717782,ASTRAL
296,  ,internal,0.101832,0.024767,4.111600113,ASTRAL
297,Contop alblar YPM139867,terminal,0.589069,0.909879,0.647414656,ASTRAL
298,  ,internal,0.093624,0.011463,8.16749542,ASTRAL
299,Empinax hammo LSU19434,terminal,0.682693,0.921342,0.740976749,ASTRAL
300,  ,internal,0.031261,0.009412,3.321398215,ASTRAL
301,Mitrep olieus L44170,terminal,0.056831,0.193647,0.293477307,ASTRAL
302,Mitrep olieus LSU22720,terminal,0.056831,0.193647,0.293477307,ASTRAL
303,  ,internal,0.27731,0.319806,0.867119441,ASTRAL
304,Mitrep phacus LSU2090,terminal,0.334141,0.513453,0.65077232,ASTRAL
305,  ,internal,0.220927,0.022266,9.922168328,ASTRAL
306,Mitrep phacus W93393,terminal,0.555068,0.535718,1.03611975,ASTRAL
307,  ,internal,0.158885,0.395036,0.40220385,ASTRAL
308,  ,internal,0.248704,0.020601,12.07242367,ASTRAL
309,Contop cinreu LSU48414,terminal,0.962657,0.951355,1.011879898,ASTRAL
310,  ,internal,0.121132,0.023533,5.147325033,ASTRAL
311,Empinax trail LSU141724,terminal,1.08379,0.974888,1.111707191,ASTRAL
312,  ,internal,0.286486,0.042584,6.727550254,ASTRAL
313,Contop cinreu UWB56023,terminal,1.370275,1.017472,1.346744677,ASTRAL
314,  ,internal,0.216218,1.006068,0.214913902,ASTRAL
315,Cnemot fustus L12894,terminal,0.150706,0.665248,0.226541079,ASTRAL
316,Cnemot fustus L75460,terminal,0.150706,0.665248,0.226541079,ASTRAL
317,  ,internal,0.282738,0.065207,4.33600687,ASTRAL
318,Cnemot fustus L74790,terminal,0.433444,0.730455,0.593389052,ASTRAL
319,  ,internal,0.326908,0.118358,2.76202707,ASTRAL
320,Cnemot fustus L58445,terminal,0.760352,0.848813,0.895782699,ASTRAL
321,  ,internal,0.125152,0.090874,1.377203601,ASTRAL
322,Cnemot fustus SP93246,terminal,0.885505,0.939687,0.942340375,ASTRAL
323,  ,internal,0.326024,0.151347,2.154149075,ASTRAL
324,Cnemot fustus H12966,terminal,1.211529,1.091034,1.110441104,ASTRAL
325,  ,internal,0.265511,0.676714,0.392353343,ASTRAL
326,Lathro euler SB5766,terminal,0.076055,0.507164,0.149961354,ASTRAL
327,Lathro euler L22678,terminal,0.076055,0.507164,0.149961354,ASTRAL
328,  ,internal,0.334027,0.155814,2.143754733,ASTRAL
329,Lathro gritus L66161,terminal,0.410083,0.662978,0.61854692,ASTRAL
330,  ,internal,0.053865,0.091582,0.588161429,ASTRAL
331,Aphano audax L2210,terminal,0.463948,0.75456,0.614858991,ASTRAL
332,  ,internal,0.547082,0.021819,25.0736514,ASTRAL
333,Lathro euler SB20811,terminal,1.01103,0.776378,1.302239373,ASTRAL
334,  ,internal,0.466009,0.99137,0.470065667,ASTRAL
335,  ,internal,0.109453,0.255792,0.427898449,ASTRAL
336,  ,internal,0.043767,0.177005,0.247264202,ASTRAL
337,  ,internal,0.080586,0.023492,3.430359271,ASTRAL
338,Pyroce rubnus LSUMZ49608,terminal,0.172336,0.49223,0.350112752,ASTRAL
339,Pyroce rubnus LSUMZ37157,terminal,0.172336,0.49223,0.350112752,ASTRAL
340,  ,internal,0.437552,0.265324,1.649123336,ASTRAL
341,Pyroce rubnus GAMA1,terminal,0.609888,0.757553,0.805076344,ASTRAL
342,  ,internal,0.57636,1.047942,0.549992271,ASTRAL
343,Fluvic albter L38135,terminal,0.277771,0.260921,1.064578934,ASTRAL
344,Fluvic pica SB14542,terminal,0.277771,0.260921,1.064578934,ASTRAL
345,  ,internal,0.478609,0.778917,0.614454428,ASTRAL
346,Fluvic nen GCPE50,terminal,0.75638,1.039837,0.727402468,ASTRAL
347,  ,internal,0.429869,0.765658,0.561437352,ASTRAL
348,  ,internal,0.257271,0.025121,10.24127224,ASTRAL
349,Alectr tricol K3596,terminal,0.069004,0.760423,0.090744231,ASTRAL
350,Alectr risora K3430,terminal,0.069004,0.760423,0.090744231,ASTRAL
351,  ,internal,0.663099,0.590508,1.122929749,ASTRAL
352,Gubern yetap K95,terminal,0.732103,1.35093,0.541925192,ASTRAL
353,  ,internal,0.645654,0.099264,6.504412476,ASTRAL
354,Muspip vetula MZUBOR1434,terminal,0.609844,0.210542,2.896543208,ASTRAL
355,Muspip vetula MZUBOR1433,terminal,0.609844,0.210542,2.896543208,ASTRAL
356,  ,internal,0.767914,1.239652,0.619459332,ASTRAL
357,  ,internal,0.065762,0.380422,0.172865923,ASTRAL
358,  ,internal,0.065004,0.0489,1.329325153,ASTRAL
359,Arundi leuceph L38036,terminal,1.508523,1.879516,0.802612481,ASTRAL
360,  ,internal,0.04443,0.2736,0.162390351,ASTRAL
361,Suiriri affin L15273,terminal,0.190771,0.290809,0.656001018,ASTRAL
362,Suiriri affin MZUSP79714,terminal,0.190771,0.290809,0.656001018,ASTRAL
363,  ,internal,0.333975,0.563377,0.592809078,ASTRAL
364,Subleg modtus L15283,terminal,0.524746,0.854186,0.614322876,ASTRAL
365,  ,internal,0.331562,0.058519,5.665886293,ASTRAL
366,Subleg obsior SB11764,terminal,0.203074,0.468433,0.433517707,ASTRAL
367,Subleg arena F394498,terminal,0.203074,0.468433,0.433517707,ASTRAL
368,  ,internal,0.653235,0.444272,1.470349246,ASTRAL
369,  ,internal,0.696644,1.240411,0.561623526,ASTRAL
370,  ,internal,0.087272,0.023766,3.672136666,ASTRAL
371,Coloni colon K3731,terminal,1.640225,2.176882,0.753474465,ASTRAL
372,  ,internal,0.070621,0.047156,1.497603698,ASTRAL
373,  ,internal,0.148202,0.043177,3.432429303,ASTRAL
374,Myiopho cryxan LSU5964,terminal,0.177512,0.781037,0.227277325,ASTRAL
375,Myiopho fastus GCN1412,terminal,0.177512,0.781037,0.227277325,ASTRAL
376,  ,internal,1.681536,1.486178,1.131449934,ASTRAL
377,  ,internal,0.101536,0.104655,0.970197315,ASTRAL
378,Myiar tuber LSUMZ31543,terminal,0.019005,0.114648,0.165768265,ASTRAL
379,Myiar tuber LSUMZ523,terminal,0.019005,0.114648,0.165768265,ASTRAL
380,  ,internal,0.01887,0.027947,0.675206641,ASTRAL
381,Myiar tuber LSUMZ7994,terminal,0.037875,0.142595,0.265612399,ASTRAL
382,  ,internal,0.032093,0.011664,2.751457476,ASTRAL
383,Myiar tuber LSUMZ44174,terminal,0.069968,0.154259,0.453574832,ASTRAL
384,  ,internal,0.022157,0.044766,0.494951526,ASTRAL
385,Myiar tuber LSUMZ446,terminal,0.092125,0.199025,0.462881548,ASTRAL
