,Taxon,Branch Type,l1,l2,l1/l2
84,Passer domesticus,terminal,17.8651,16.6762,1.07129322
85,Hypocryptadius cinnamomeus,terminal,17.8651,16.6762,1.07129322
86,  ,internal,2.8224,3.9813,0.708914174
87,  ,internal,1.5282,1.3172,1.160188278
88,Prunella fulvescens,terminal,6.8628,8.8552,0.775002259
89,Prunella himalayana,terminal,6.8628,8.8552,0.775002259
90,  ,internal,15.3529,13.1195,1.170235146
91,  ,internal,0.9384,0.9302,1.008815309
92,Vidua chalybeata,terminal,1.5343,3.206,0.478571429
93,Vidua macroura,terminal,1.5343,3.206,0.478571429
94,  ,internal,15.1241,14.2196,1.063609384
95,Lonchura striata,terminal,10.9738,11.2034,0.979506221
96,Taeniopygia guttata,terminal,10.9738,11.2034,0.979506221
97,  ,internal,5.6845,6.2222,0.91358362
98,  ,internal,3.3732,2.2864,1.4753324
99,Ploceus nigricollis,terminal,20.0316,19.7121,1.016208319
100,  ,internal,2.6393,2.3588,1.118916398
101,Urocynchramus pylzowi,terminal,22.6708,22.0709,1.027180586
102,  ,internal,0.4833,0.8341,0.579426927
103,  ,internal,1.7091,1.103,1.54950136
104,Peucedramus taeniatus,terminal,24.8632,24.0079,1.035625773
105,  ,internal,0.3415,1.1293,0.302399717
106,Irena cyanogastra,terminal,25.2047,25.1372,1.002685263
107,  ,internal,0.1231,0.0864,1.424768519
108,Chloropsis cyanopogon,terminal,8.6142,11.4942,0.749438847
109,Chloropsis hardwickii,terminal,8.6142,11.4942,0.749438847
110,  ,internal,16.7136,13.7294,1.21735837
111,  ,internal,0.2206,0.2102,1.049476689
112,Dicaeum eximium,terminal,20.0858,22.1577,0.906493002
113,Leptocoma aspasia,terminal,20.0858,22.1577,0.906493002
114,  ,internal,5.4626,3.2761,1.66740942
115,  ,internal,0.2268,0.2158,1.050973123
116,Promerops cafer,terminal,25.7752,25.6496,1.004896763
117,  ,internal,0.2779,0.2825,0.983716814
118,Oenanthe oenanthe,terminal,8.9151,8.3944,1.062029448
119,Saxicola maurus,terminal,8.9151,8.3944,1.062029448
120,  ,internal,2.8795,4.0106,0.717972373
121,Ficedula albicollis,terminal,11.7946,12.405,0.950794035
122,  ,internal,1.697,1.8143,0.935346966
123,Erithacus rubecula,terminal,13.4916,14.2193,0.948823078
124,  ,internal,4.3124,2.544,1.695125786
125,Cercotrichas coryphaeus,terminal,11.9057,10.2808,1.158051903
126,Copsychus sechellarum,terminal,11.9057,10.2808,1.158051903
127,  ,internal,5.8982,6.4826,0.909850986
128,  ,internal,5.8763,3.5754,1.643536388
129,Catharus fuscescens,terminal,23.6802,20.3387,1.164292703
130,  ,internal,0.3838,0.3075,1.248130081
131,Cinclus mexicanus,terminal,24.064,20.6463,1.165535713
132,  ,internal,0.051,0.7285,0.070006863
133,Leucopsar rothschildi,terminal,5.6269,5.8764,0.957542033
134,Sturnus vulgaris,terminal,5.6269,5.8764,0.957542033
135,  ,internal,9.5971,9.7637,0.982936797
136,Rhabdornis inornatus,terminal,15.224,15.6401,0.973395311
137,  ,internal,1.1456,1.0633,1.077400545
138,Toxostoma redivivum,terminal,16.3696,16.7034,0.980016045
139,  ,internal,1.0246,0.7234,1.416367155
140,Buphagus erythrorhynchus,terminal,17.3942,17.4268,0.998129318
141,  ,internal,6.7208,3.948,1.702330294
142,  ,internal,0.9061,3.6492,0.248300997
143,Elachura formosa,terminal,25.0211,25.024,0.999884111
144,  ,internal,0.1889,0.186,1.015591398
145,Polioptila caerulea,terminal,23.1834,13.8976,1.668158531
146,Thryothorus ludovicianus,terminal,23.1834,13.8976,1.668158531
147,  ,internal,1.097,4.6227,0.237307201
148,Certhia brachydactyla,terminal,0.0401,3.5394,0.011329604
149,Certhia familiaris,terminal,0.0401,3.5394,0.011329604
150,  ,internal,24.2404,14.9809,1.618087031
151,  ,internal,0.2912,0.3143,0.926503341
152,Sitta europaea,terminal,24.5717,18.8345,1.304611219
153,  ,internal,0.1599,0.6865,0.232920612
154,Tichodroma muraria,terminal,24.7316,19.521,1.266922801
155,  ,internal,0.4784,5.689,0.084092108
156,  ,internal,0.2091,0.2341,0.893208031
157,Regulus satrapa,terminal,25.4191,25.4441,0.999017454
158,  ,internal,0.0903,0.1898,0.475763962
159,Bombycilla garrulus,terminal,16.6203,16.9496,0.980571813
160,Phainopepla nitens,terminal,16.6203,16.9496,0.980571813
161,  ,internal,8.8891,8.6842,1.023594574
162,  ,internal,0.5437,0.2982,1.823272971
163,  ,internal,3.2058,0.3163,10.13531457
164,Zosterops hypoxanthus,terminal,1.9122,2.8595,0.668718307
165,Zosterops lateralis,terminal,1.9122,2.8595,0.668718307
166,  ,internal,4.8578,5.5184,0.880291389
167,Sterrhoptilus dennistouni,terminal,6.77,8.3779,0.808078397
168,  ,internal,13.0754,12.1654,1.074802308
169,Illadopsis cleaveri,terminal,16.9931,18.0215,0.942934828
170,Leiothrix lutea,terminal,16.9931,18.0215,0.942934828
171,  ,internal,1.4581,1.4492,1.006141319
172,Pomatorhinus ruficollis,terminal,18.4511,19.4707,0.947634137
173,  ,internal,1.3943,1.0726,1.299925415
174,  ,internal,1.6351,1.2678,1.289714466
175,Sylvia atricapilla,terminal,10.9747,6.3885,1.717883697
176,Sylvia borin,terminal,10.9747,6.3885,1.717883697
177,  ,internal,7.2405,12.5659,0.576202262
178,Sinosuthora webbiana,terminal,18.2153,18.9544,0.961006415
179,  ,internal,3.2652,2.8568,1.142957155
180,  ,internal,6.2898,2.0703,3.038110419
181,Brachypodius atriceps,terminal,15.0369,14.4896,1.037771919
182,Pycnonotus jocosus,terminal,15.0369,14.4896,1.037771919
183,  ,internal,12.7335,9.3919,1.355795952
184,  ,internal,0.2003,0.935,0.214224599
185,Cettia cetti,terminal,15.5055,12.6471,1.226012287
186,Horornis vulcanius,terminal,15.5055,12.6471,1.226012287
187,  ,internal,6.8901,6.8552,1.005091026
188,Erythrocercus mccallii,terminal,22.3956,19.5023,1.14835686
189,  ,internal,1.9313,1.694,1.140082645
190,Aegithalos caudatus,terminal,24.3269,21.1962,1.147701003
191,  ,internal,1.0009,0.7529,1.329393014
192,Hylia prasina,terminal,25.3278,21.9491,1.153933419
193,  ,internal,0.2006,0.7711,0.260147841
194,Phylloscopus trochilus,terminal,12.0348,1.9712,6.105316558
195,Rhadina sibilatrix,terminal,12.0348,1.9712,6.105316558
196,  ,internal,13.4936,20.7491,0.650322183
197,  ,internal,2.4423,2.0962,1.165108291
198,  ,internal,0.0735,0.3518,0.208925526
199,Hirundo rustica,terminal,28.0442,25.1682,1.114271183
200,  ,internal,0.1041,0.0636,1.636792453
201,Oxylabes madagascariensis,terminal,23.6505,22.1968,1.065491422
202,Donacobius atricapilla,terminal,23.6505,22.1968,1.065491422
203,  ,internal,0.6781,0.8555,0.792635885
204,Locustella ochotensis,terminal,24.3286,23.0523,1.055365408
205,  ,internal,3.2754,1.6325,2.006370597
206,Acrocephalus arundinaceus,terminal,10.8615,10.659,1.01899803
207,Hippolais icterina,terminal,10.8615,10.659,1.01899803
208,  ,internal,16.7425,14.0258,1.193693051
209,  ,internal,0.5442,0.5469,0.995063083
210,  ,internal,0.0505,0.0584,0.864726027
211,Cisticola juncidis,terminal,28.1988,25.2902,1.115008976
212,  ,internal,0.2085,0.1472,1.416440217
213,Sylvietta virens,terminal,28.4073,25.4373,1.116757675
214,  ,internal,0.2204,0.171,1.288888889
215,Nicator chloris,terminal,28.6277,25.6083,1.117907085
216,  ,internal,0.0727,0.0759,0.957839262
217,Alaudala cheleensis,terminal,26.6654,24.0925,1.10679257
218,Panurus biarmicus,terminal,26.6654,24.0925,1.10679257
219,  ,internal,2.035,1.5917,1.278507256
220,  ,internal,0.4291,0.4528,0.947659011
221,Parus major,terminal,6.403,6.1882,1.034711225
222,Pseudopodoces humilis,terminal,6.403,6.1882,1.034711225
223,  ,internal,2.6223,2.8783,0.911058611
224,Poecile atricapillus,terminal,9.0253,9.0665,0.995455799
225,  ,internal,14.7739,14.3369,1.030480787
226,Anthoscopus minutus,terminal,23.7992,23.4034,1.016912073
227,  ,internal,5.3303,2.7336,1.94991952
228,  ,internal,0.1294,0.1115,1.160538117
229,  ,internal,0.7717,0.8661,0.891005658
230,Chaetops frenatus,terminal,19.2436,19.3337,0.995339744
231,Picathartes gymnocephalus,terminal,19.2436,19.3337,0.995339744
232,  ,internal,9.5652,6.1351,1.559094391
233,Drymodes brunneopygia,terminal,28.8089,25.4689,1.131140332
234,  ,internal,1.2218,1.6456,0.742464754
235,  ,internal,0.1776,0.1123,1.581478183
236,Callaeas wilsoni,terminal,27.4112,24.44,1.121571195
237,Notiomystis cincta,terminal,27.4112,24.44,1.121571195
238,  ,internal,2.7971,2.7868,1.003695995
239,  ,internal,0.1054,0.1616,0.652227723
240,Melanocharis versteri,terminal,30.3137,27.3884,1.106807992
241,  ,internal,0.1183,0.0984,1.202235772
242,Cnemophilus loriae,terminal,30.432,27.4868,1.107149614
243,  ,internal,0.3873,0.3711,1.043654002
244,Erpornis zantholeuca,terminal,15.7291,15.0031,1.048389999
245,Vireo altiloquus,terminal,15.7291,15.0031,1.048389999
246,  ,internal,4.0517,2.7446,1.476244261
247,Pteruthius melanotis,terminal,19.7807,17.7477,1.114550054
248,  ,internal,3.8302,2.6584,1.440791454
249,Oreocharis arfaki,terminal,23.6109,20.4061,1.157051078
250,  ,internal,0.8879,0.8052,1.102707402
251,Pachycephala philippinensis,terminal,23.1241,20.0581,1.152855953
252,Oriolus oriolus,terminal,23.1241,20.0581,1.152855953
253,  ,internal,1.3748,1.1531,1.192264331
254,  ,internal,0.4001,0.3632,1.101596916
255,Aleadryas rufinucha,terminal,22.5344,19.3166,1.166582111
256,Falcunculus frontatus,terminal,22.5344,19.3166,1.166582111
257,  ,internal,2.3647,2.2578,1.047346975
258,  ,internal,0.4201,0.3311,1.268800966
259,Eulacestoma nigropectus,terminal,25.3192,21.9055,1.155837575
260,  ,internal,3.5831,0.519,6.903853565
261,Daphoenositta chrysoptera,terminal,28.9022,22.4245,1.288867087
262,  ,internal,0.0596,0.2917,0.204319506
263,Dyaphorophyia castanea,terminal,18.0788,16.7642,1.078417103
264,Mystacornis crossleyi,terminal,18.0788,16.7642,1.078417103
265,  ,internal,1.0967,0.8741,1.254661938
266,Dryoscopus gambensis,terminal,19.1754,17.6383,1.087145587
267,  ,internal,0.2215,1.1178,0.198157094
268,Rhagologus leucostigma,terminal,19.397,18.7561,1.034170217
269,  ,internal,0.123,0.7639,0.16101584
270,Gymnorhina tibicen,terminal,19.52,19.52,1
271,  ,internal,0.4088,0.4931,0.829040763
272,Machaerirhynchus nigripectus,terminal,19.9288,20.0131,0.995787759
273,  ,internal,9.033,2.7032,3.341595146
274,  ,internal,0.4865,0.2245,2.167037862
275,Mohoua ochrocephala,terminal,29.4483,22.9407,1.283670507
276,  ,internal,0.3502,0.2522,1.388580492
277,Corvus brachyrhynchos,terminal,0.4771,0.7828,0.609478794
278,Corvus cornix,terminal,0.4771,0.7828,0.609478794
279,  ,internal,1.2128,1.4891,0.814451682
280,Corvus moneduloides,terminal,1.6899,2.2719,0.743826753
281,  ,internal,8.5508,5.0436,1.695376319
282,Aphelocoma coerulescens,terminal,10.2407,7.3155,1.399863304
283,  ,internal,7.443,7.2902,1.020959644
284,Lanius ludovicianus,terminal,17.6837,14.6057,1.210739643
285,  ,internal,1.7469,2.1599,0.808787444
286,Ifrita kowaldi,terminal,18.2905,15.8488,1.154062137
287,Paradisaea raggiana,terminal,18.2905,15.8488,1.154062137
288,  ,internal,0.6868,0.6404,1.072454716
289,Struthidea cinerea,terminal,18.9773,16.4891,1.150899685
290,  ,internal,0.4532,0.2765,1.639059675
291,  ,internal,0.0605,0.3141,0.192613817
292,Myiagra hebetior,terminal,19.4911,17.0797,1.14118515
293,  ,internal,0.8672,0.5595,1.549955317
294,Dicrurus megarhynchus,terminal,20.3583,17.6392,1.154150982
295,  ,internal,0.0393,0.4096,0.095947266
296,Chaetorhynchus papuensis,terminal,16.6463,14.3526,1.159810766
297,Rhipidura dahli,terminal,16.6463,14.3526,1.159810766
298,  ,internal,3.7513,3.6962,1.014907202
299,  ,internal,9.4009,5.1441,1.827511129
300,  ,internal,0.085,0.5236,0.162337662
301,Edolisoma coerulescens,terminal,29.8834,23.7165,1.26002572
302,  ,internal,0.3704,1.6824,0.220161674
303,Ptilorrhoa leucosticta,terminal,30.2538,25.3989,1.191146073
304,  ,internal,0.5656,2.4589,0.230021554
305,  ,internal,0.2207,0.2193,1.006383949
306,Orthonyx spaldingii,terminal,26.25,26.25,1
307,Pomatostomus ruficeps,terminal,26.25,26.25,1
308,  ,internal,4.7901,1.8272,2.621552102
309,  ,internal,0.5396,2.1977,0.245529417
310,Origma solitaria,terminal,21.615,14.6882,1.471589439
311,Pardalotus punctatus,terminal,21.615,14.6882,1.471589439
312,  ,internal,0.4782,7.3952,0.064663566
313,Grantiella picta,terminal,22.0933,22.0835,1.00044377
314,  ,internal,0.1467,0.1565,0.937380192
315,Dasyornis broadbenti,terminal,22.24,22.24,1
316,  ,internal,3.0606,2.5846,1.184167763
317,Malurus elegans,terminal,25.3006,24.8246,1.019174528
318,  ,internal,6.2792,5.4503,1.152083372
319,  ,internal,1.0145,1.2194,0.831966541
320,Climacteris rufus,terminal,22.1857,27.0321,0.820716851
321,Ptilonorhynchus violaceus,terminal,22.1857,27.0321,0.820716851
322,  ,internal,10.4086,4.4622,2.332616198
323,  ,internal,0.4806,0.5004,0.960431655
324,Atrichornis clamosus,terminal,26.77,26.77,1
325,Menura novaehollandiae,terminal,26.77,26.77,1
326,  ,internal,6.3049,5.2247,1.206748713
327,  ,internal,0.9051,1.9853,0.455900871
328,Mionectes macconnelli,terminal,16.5371,16.5833,0.997214065
329,Tyrannus savana,terminal,16.5371,16.5833,0.997214065
330,  ,internal,2.9006,0.9519,3.04716882
331,Tachuris rubrigastra,terminal,19.4377,17.5352,1.108496054
332,  ,internal,0.6509,0.0751,8.667110519
333,Neopipo cinnamomea,terminal,20.0886,17.6103,1.140730141
334,  ,internal,1.7729,1.2809,1.384104926
335,Piprites chloris,terminal,21.8614,18.8912,1.157226645
336,  ,internal,2.9843,2.1827,1.367251569
337,Onychorhynchus coronatus,terminal,23.7987,19.8406,1.199494975
338,Oxyruncus cristatus,terminal,23.7987,19.8406,1.199494975
339,  ,internal,1.0471,1.2333,0.849022947
340,  ,internal,0.0765,0.4573,0.167286245
341,Pachyramphus minor,terminal,24.9223,21.5312,1.157497028
342,  ,internal,0.174,0.7839,0.221967088
343,Cephalopterus ornatus,terminal,25.0963,22.3151,1.124633096
344,  ,internal,0.2021,1.0956,0.184465133
345,Lepidothrix coronata,terminal,6.5615,6.9739,0.940865226
346,Manacus manacus,terminal,6.5615,6.9739,0.940865226
347,  ,internal,18.7369,16.4367,1.139942933
348,  ,internal,7.1681,8.7886,0.815613408
349,Campylorhamphus procurvoides,terminal,8.6998,7.1066,1.224185968
350,Xiphorhynchus elegans,terminal,8.6998,7.1066,1.224185968
351,  ,internal,7.1631,6.5049,1.10118526
352,Furnarius figulus,terminal,15.8628,13.6114,1.165405469
353,  ,internal,2.8896,1.8398,1.570605501
354,Sclerurus mexicanus,terminal,18.7524,15.4512,1.213653308
355,  ,internal,6.9678,8.9092,0.782090423
356,Formicarius rufipectus,terminal,25.7203,24.3604,1.055824206
357,  ,internal,4.8805,3.5703,1.366971963
358,Scytalopus superciliaris,terminal,30.6007,27.9307,1.095593737
359,  ,internal,0.3194,2.3331,0.136899404
360,Grallaria varia,terminal,30.9201,30.2639,1.021682599
361,  ,internal,0.2817,0.3554,0.792628025
362,Rhegmatorhina hoffmannsi,terminal,7.2503,15.8732,0.456763602
363,Sakesphorus luctuosus,terminal,7.2503,15.8732,0.456763602
364,  ,internal,23.9515,14.7461,1.624259974
365,  ,internal,1.2647,1.58,0.800443038
366,  ,internal,0.617,0.7106,0.868280326
367,Sapayoa aenigma,terminal,28.0641,28.2395,0.993788842
368,Pitta sordida,terminal,28.0641,28.2395,0.993788842
369,  ,internal,3.9667,1.3035,3.043114691
370,Calyptomena viridis,terminal,26.895,24.2812,1.107647069
371,Smithornis capensis,terminal,26.895,24.2812,1.107647069
372,  ,internal,5.1359,5.2618,0.976072827
373,  ,internal,0.1434,0.9285,0.154442649
374,Neodrepanis coruscans,terminal,16.8048,20.316,0.827170703
375,Serilophus lunatus,terminal,16.8048,20.316,0.827170703
376,  ,internal,15.3694,10.1556,1.513391626
377,  ,internal,0.9094,2.4383,0.372964771
378,  ,internal,0.8964,1.0701,0.837678722
379,  ,internal,4.1725,4.5184,0.923446353
380,Acanthisitta chloris,terminal,38.1525,38.4984,0.991015211
381,  ,internal,18.5275,18.1816,1.019024728
382,Agapornis roseicollis,terminal,17.2748,19.773,0.873655996
383,Melopsittacus undulatus,terminal,17.2748,19.773,0.873655996
384,  ,internal,3.7151,3.2394,1.146848182
385,Amazona guildingii,terminal,20.9899,23.0124,0.9121126
386,  ,internal,2.313,2.7178,0.851056001
387,Eolophus roseicapillus,terminal,9.2794,9.2244,1.005962447
388,Probosciger aterrimus,terminal,9.2794,9.2244,1.005962447
389,  ,internal,14.0235,16.5058,0.84961044
390,  ,internal,4.2998,4.793,0.897099937
391,Nestor notabilis,terminal,27.6027,30.5232,0.904318682
392,  ,internal,29.0773,26.1568,1.111653566
393,  ,internal,1.5013,4.2547,0.352856841
394,Falco cherrug,terminal,0.5786,1.1073,0.522532286
395,Falco peregrinus,terminal,0.5786,1.1073,0.522532286
396,  ,internal,24.518,19.3822,1.26497508
397,Herpetotheres cachinnans,terminal,25.0966,20.4895,1.224851753
398,  ,internal,33.0847,40.4452,0.818013015
399,  ,internal,3.5304,3.1793,1.110433114
400,Cariama cristata,terminal,4.7407,9.6575,0.490882734
401,Chunga burmeisteri,terminal,4.7407,9.6575,0.490882734
402,  ,internal,56.971,54.4565,1.04617447
403,  ,internal,6.4753,4.026,1.608370591
404,Ramphastos sulfuratus,terminal,11.8828,10.4814,1.133703513
405,Semnornis frantzii,terminal,11.8828,10.4814,1.133703513
406,  ,internal,1.1829,1.6273,0.726909605
407,Eubucco bourcierii,terminal,13.0657,12.1087,1.079034083
408,  ,internal,9.2731,9.2351,1.004114736
409,Tricholaema leucomelas,terminal,22.3388,21.3438,1.046617753
410,  ,internal,1.735,2.6277,0.660273243
411,Psilopogon haemacephalus,terminal,24.0737,23.9714,1.004267586
412,  ,internal,6.0539,10.0258,0.603832113
413,Picoides pubescens,terminal,24.0656,25.9871,0.926059468
414,Indicator maculatus,terminal,24.0656,25.9871,0.926059468
415,  ,internal,6.0621,8.0101,0.756807031
416,  ,internal,35.7935,32.3387,1.106831753
417,Bucco capensis,terminal,50.0605,52.767,0.948708473
418,Galbula dea,terminal,50.0605,52.767,0.948708473
419,  ,internal,15.8606,13.5689,1.168893573
420,  ,internal,0.9128,0.8906,1.024927015
421,Chloroceryle aenea,terminal,32.1868,30.6592,1.049825175
422,Halcyon senegalensis,terminal,32.1868,30.6592,1.049825175
423,  ,internal,1.1908,0.272,4.377941176
424,Ceyx cyanopectus,terminal,33.3776,30.9312,1.079091661
425,  ,internal,6.0999,8.426,0.723937812
426,Baryphthengus martii,terminal,39.4775,39.3572,1.00305662
427,  ,internal,0.5025,0.6228,0.806840077
428,Todus mexicanus,terminal,39.98,39.98,1
429,  ,internal,20.1975,20.2552,0.997151349
430,Brachypteracias leptosomus,terminal,40.9996,40.7943,1.005032566
431,Eurystomus gularis,terminal,40.9996,40.7943,1.005032566
432,  ,internal,18.9104,19.1157,0.989260137
433,Merops nubicus,terminal,59.91,59.91,1
434,  ,internal,0.2675,0.3252,0.822570726
435,  ,internal,6.6565,6.9913,0.952111911
436,  ,internal,0.3243,0.3001,1.080639787
437,Buceros rhinoceros,terminal,27.4933,27.6238,0.995275813
438,Bucorvus abyssinicus,terminal,27.4933,27.6238,0.995275813
439,  ,internal,34.5067,34.3762,1.003796231
440,Rhinopomastus cyanomelas,terminal,32.8246,33.4057,0.982604765
441,Upupa epops,terminal,32.8246,33.4057,0.982604765
442,  ,internal,29.1754,28.5943,1.020322232
443,  ,internal,5.1583,5.5266,0.933358665
444,  ,internal,0.4169,0.2362,1.765029636
445,Apaloderma vittatum,terminal,18.8432,20.975,0.89836472
446,Trogon melanurus,terminal,18.8432,20.975,0.89836472
447,  ,internal,48.732,46.7878,1.041553567
448,  ,internal,0.1769,0.1013,1.746298124
449,Leptosomus discolor,terminal,67.7521,67.864,0.998351114
450,  ,internal,0.2379,0.126,1.888095238
451,Colius striatus,terminal,18.1551,35.4317,0.512397091
452,Urocolius indicus,terminal,18.1551,35.4317,0.512397091
453,  ,internal,49.8349,32.5583,1.530635813
454,  ,internal,0.1122,0.0683,1.642752562
455,Haliaeetus albicilla,terminal,0.238,0.0799,2.978723404
456,Haliaeetus leucocephalus,terminal,0.238,0.0799,2.978723404
457,  ,internal,6.03,8.5955,0.70152987
458,Aquila chrysaetos,terminal,3.1817,3.3987,0.936152058
459,Spizaetus tyrannus,terminal,3.1817,3.3987,0.936152058
460,  ,internal,3.0863,5.2767,0.584892073
461,  ,internal,0.8288,0.8046,1.030077057
462,Circaetus pectoralis,terminal,7.0968,9.48,0.748607595
463,  ,internal,24.5095,38.3491,0.63911539
464,Pandion haliaetus,terminal,31.6064,47.8291,0.660819459
465,  ,internal,24.2236,8.0009,3.027609394
466,Sagittarius serpentarius,terminal,55.83,55.83,1
467,  ,internal,5.5453,9.1017,0.609259809
468,Cathartes aura,terminal,61.3753,64.9317,0.945228602
469,  ,internal,4.4047,0.8483,5.19238477
470,Ciccaba nigrolineata,terminal,0.5693,2.2188,0.256580133
471,Strix occidentalis,terminal,0.5693,2.2188,0.256580133
472,  ,internal,12.7409,11.471,1.110705257
473,Glaucidium brasilianum,terminal,13.3103,13.6898,0.972278631
474,  ,internal,22.2638,38.4286,0.57935496
475,Tyto alba,terminal,35.574,52.1185,0.682559936
476,  ,internal,30.206,13.6615,2.211031
477,  ,internal,2.3222,2.2783,1.019268753
478,  ,internal,0.0847,0.0817,1.036719706
479,  ,internal,0.5564,0.4069,1.367412141
480,Phalacrocorax auritus,terminal,1.1104,1.3984,0.794050343
481,Phalacrocorax brasilianus,terminal,1.1104,1.3984,0.794050343
482,  ,internal,0.8958,0.892,1.00426009
483,Phalacrocorax harrisi,terminal,2.0062,2.2905,0.875878629
484,  ,internal,1.521,1.5377,0.989139624
485,Phalacrocorax carbo,terminal,3.1335,3.4592,0.905845282
486,Phalacrocorax pelagicus,terminal,3.1335,3.4592,0.905845282
487,  ,internal,0.3936,0.369,1.066666667
488,  ,internal,17.6343,22.9274,0.769136492
489,Anhinga anhinga,terminal,12.3013,11.4098,1.078134586
490,Anhinga rufa,terminal,12.3013,11.4098,1.078134586
491,  ,internal,8.8601,15.3458,0.577363187
492,  ,internal,2.2341,3.2665,0.683943058
493,Sula dactylatra,terminal,23.3955,30.0221,0.779275933
494,  ,internal,33.2145,26.5879,1.249233674
495,Fregata magnificens,terminal,56.61,56.61,1
496,  ,internal,7.4709,7.4501,1.002791909
