,Taxon,Branch Type,l1,l2,l1/l2
36,  ,internal,73.423031,67.031058,1.095358378
37,Molothrus ater,terminal,3.264473,3.822193,0.854083768
38,Quiscalus mexicanus,terminal,3.264473,3.822193,0.854083768
39,  ,internal,0.654273,0.831006,0.787326445
40,Agelaius phoeniceus,terminal,3.918746,4.653199,0.842161704
41,  ,internal,6.576128,5.823081,1.129321059
42,Setophaga coronata,terminal,2.953257,4.126562,0.715670091
43,Setophaga kirtlandii,terminal,2.953257,4.126562,0.715670091
44,  ,internal,7.541617,6.349718,1.187708966
45,  ,internal,0.875126,0.89372,0.979194826
46,Junco hyemalis,terminal,4.592569,4.984467,0.921376147
47,Zonotrichia albicollis,terminal,4.592569,4.984467,0.921376147
48,  ,internal,2.803735,2.819532,0.994397297
49,Melospiza melodia,terminal,7.396304,7.803999,0.947758194
50,  ,internal,1.819551,1.776988,1.023952328
51,Spizella passerina,terminal,9.215855,9.580988,0.961889839
52,  ,internal,2.154145,1.789012,1.204097569
53,  ,internal,3.838638,3.942312,0.973702234
54,Cardinalis cardinalis,terminal,9.997799,9.940647,1.005749324
55,Passerina amoena,terminal,9.997799,9.940647,1.005749324
56,  ,internal,0.207668,0.571111,0.363621082
57,Pheucticus melanocephalus,terminal,10.205467,10.511758,0.970862058
58,  ,internal,3.142257,2.979599,1.054590567
59,Geospiza fortis,terminal,10.247487,11.036415,0.928515918
60,Sporophila hypoxantha,terminal,10.247487,11.036415,0.928515918
61,  ,internal,1.143716,0.84721,1.349979344
62,Nesospiza acunhae,terminal,11.391203,11.883625,0.958562981
63,  ,internal,1.956521,1.607732,1.21694474
64,  ,internal,1.860914,1.820955,1.02194398
65,  ,internal,0.721451,0.771693,0.934893798
66,Calcarius ornatus,terminal,15.394695,15.230662,1.010769919
67,Emberiza fucata,terminal,15.394695,15.230662,1.010769919
68,  ,internal,0.535395,0.853343,0.627408908
69,  ,internal,0.744806,0.726724,1.024881523
70,Rhodinocichla rosea,terminal,16.674895,16.810729,0.991919803
71,  ,internal,2.194154,2.489151,0.881486901
72,Loxia curvirostra,terminal,1.742215,2.087172,0.834725169
73,Loxia leucoptera,terminal,1.742215,2.087172,0.834725169
74,  ,internal,4.687185,4.890905,0.958347177
75,Serinus canaria,terminal,6.429401,6.978077,0.921371461
76,  ,internal,5.233779,4.804961,1.089244845
77,Chlorodrepanis virens,terminal,1.386897,2.268636,0.611335181
78,Hemignathus wilsoni,terminal,1.386897,2.268636,0.611335181
79,  ,internal,10.276282,9.514402,1.080076499
80,  ,internal,7.20587,7.516842,0.958629967
81,  ,internal,1.575041,1.266096,1.244013882
82,Motacilla alba,terminal,20.44409,20.565976,0.994073415
83,  ,internal,0.992285,0.907193,1.09379702
84,Passer domesticus,terminal,18.355722,18.115875,1.013239603
85,Hypocryptadius cinnamomeus,terminal,18.355722,18.115875,1.013239603
86,  ,internal,3.080653,3.357293,0.917600281
87,  ,internal,1.444409,1.226958,1.177227745
88,Prunella fulvescens,terminal,7.940717,9.40986,0.84387196
89,Prunella himalayana,terminal,7.940717,9.40986,0.84387196
90,  ,internal,14.940068,13.290267,1.124136031
91,  ,internal,0.588867,0.564403,1.043344915
92,Vidua chalybeata,terminal,1.744347,3.655419,0.477194817
93,Vidua macroura,terminal,1.744347,3.655419,0.477194817
94,  ,internal,15.35242,13.793536,1.113015546
95,Lonchura striata,terminal,11.641124,10.118782,1.150447159
96,Taeniopygia guttata,terminal,11.641124,10.118782,1.150447159
97,  ,internal,5.455643,7.330172,0.744272167
98,  ,internal,3.082333,2.814226,1.095268468
99,Ploceus nigricollis,terminal,20.1791,20.26318,0.995850602
100,  ,internal,2.811941,2.222779,1.26505649
101,Urocynchramus pylzowi,terminal,22.991041,22.485959,1.022462106
102,  ,internal,0.478611,0.77857,0.614730853
103,  ,internal,1.076628,0.94231,1.142541202
104,Peucedramus taeniatus,terminal,24.546279,24.20684,1.014022442
105,  ,internal,1.174164,0.959505,1.22371848
106,Irena cyanogastra,terminal,25.720443,25.166345,1.02201742
107,  ,internal,0.381876,0.260926,1.463541387
108,Chloropsis cyanopogon,terminal,9.888639,11.206316,0.882416577
109,Chloropsis hardwickii,terminal,9.888639,11.206316,0.882416577
110,  ,internal,16.21368,14.220955,1.140125962
111,  ,internal,0.667895,0.617555,1.081515007
112,Dicaeum eximium,terminal,21.25293,20.259457,1.049037494
113,Leptocoma aspasia,terminal,21.25293,20.259457,1.049037494
114,  ,internal,5.517285,5.785368,0.953661893
115,  ,internal,0.683409,0.63312,1.07943044
116,Promerops cafer,terminal,27.453624,26.677945,1.029075665
117,  ,internal,0.860373,0.875428,0.982802698
118,Oenanthe oenanthe,terminal,8.417692,8.487401,0.991786767
119,Saxicola maurus,terminal,8.417692,8.487401,0.991786767
120,  ,internal,4.738001,4.609413,1.027896828
121,Ficedula albicollis,terminal,13.155693,13.096814,1.004495674
122,  ,internal,1.439011,1.588131,0.906103464
123,Erithacus rubecula,terminal,14.594703,14.684945,0.993854795
124,  ,internal,2.7933,2.767351,1.009376837
125,Cercotrichas coryphaeus,terminal,11.532117,10.916216,1.056420741
126,Copsychus sechellarum,terminal,11.532117,10.916216,1.056420741
127,  ,internal,5.855886,6.53608,0.895932424
128,  ,internal,3.657445,3.647491,1.002728999
129,Catharus fuscescens,terminal,21.045448,21.099787,0.997424666
130,  ,internal,1.329609,0.974804,1.363975733
131,Cinclus mexicanus,terminal,22.375056,22.07459,1.013611397
132,  ,internal,0.135012,0.364552,0.370350458
133,Leucopsar rothschildi,terminal,6.001793,6.027415,0.99574909
134,Sturnus vulgaris,terminal,6.001793,6.027415,0.99574909
135,  ,internal,9.159705,9.33991,0.980705917
136,Rhabdornis inornatus,terminal,15.161498,15.367325,0.986606192
137,  ,internal,1.169734,0.95873,1.22008699
138,Toxostoma redivivum,terminal,16.331232,16.326055,1.0003171
139,  ,internal,0.879345,0.569813,1.54321681
140,Buphagus erythrorhynchus,terminal,17.210576,16.895868,1.018626329
141,  ,internal,5.299492,5.543274,0.956022019
142,  ,internal,2.344693,2.428254,0.965588032
143,Elachura formosa,terminal,24.854762,24.867397,0.999491905
144,  ,internal,0.355238,0.342603,1.03687942
145,Polioptila caerulea,terminal,17.699759,17.412483,1.016498279
146,Thryothorus ludovicianus,terminal,17.699759,17.412483,1.016498279
147,  ,internal,4.767246,5.119215,0.931245513
148,Certhia brachydactyla,terminal,0.023449,3.286123,0.007135765
149,Certhia familiaris,terminal,0.023449,3.286123,0.007135765
150,  ,internal,22.443556,19.245575,1.16616708
151,  ,internal,1.059087,1.064905,0.994536602
152,Sitta europaea,terminal,23.526091,23.596603,0.997011773
153,  ,internal,0.445398,0.307694,1.447535539
154,Tichodroma muraria,terminal,23.97149,23.904297,1.002810917
155,  ,internal,1.23851,1.305703,0.948538833
156,  ,internal,2.453477,1.790679,1.370137808
157,Regulus satrapa,terminal,27.663477,27.000679,1.024547457
158,  ,internal,0.10256,0.26552,0.386260922
159,Bombycilla garrulus,terminal,20.342875,17.907993,1.135966214
160,Phainopepla nitens,terminal,20.342875,17.907993,1.135966214
161,  ,internal,7.423162,9.358207,0.793224813
162,  ,internal,0.547959,0.287174,1.908107976
163,  ,internal,0.250876,0.17301,1.45006647
164,Zosterops hypoxanthus,terminal,2.102296,2.988612,0.703435575
165,Zosterops lateralis,terminal,2.102296,2.988612,0.703435575
166,  ,internal,5.55788,5.52363,1.006200633
167,Sterrhoptilus dennistouni,terminal,7.660176,8.512242,0.899901107
168,  ,internal,12.18139,12.820048,0.95018287
169,Illadopsis cleaveri,terminal,17.368997,18.678533,0.929890854
170,Leiothrix lutea,terminal,17.368997,18.678533,0.929890854
171,  ,internal,1.281977,1.506067,0.851208479
172,Pomatorhinus ruficollis,terminal,18.650974,20.1846,0.924019995
173,  ,internal,1.190592,1.147689,1.037382078
174,  ,internal,1.374654,1.123167,1.223908822
175,Sylvia atricapilla,terminal,11.341,8.929399,1.270074279
176,Sylvia borin,terminal,11.341,8.929399,1.270074279
177,  ,internal,6.478422,10.947795,0.591755874
178,Sinosuthora webbiana,terminal,17.819422,19.877194,0.89647573
179,  ,internal,3.396798,2.578262,1.317475881
180,  ,internal,3.409531,2.42624,1.405273592
181,Brachypodius atriceps,terminal,14.539348,14.716903,0.987935301
182,Pycnonotus jocosus,terminal,14.539348,14.716903,0.987935301
183,  ,internal,10.086403,10.164794,0.992287989
184,  ,internal,1.002186,0.63061,1.589232648
185,Cettia cetti,terminal,14.476358,14.289726,1.013060572
186,Horornis vulcanius,terminal,14.476358,14.289726,1.013060572
187,  ,internal,6.406006,6.855829,0.934388241
188,Erythrocercus mccallii,terminal,20.882365,21.145555,0.987553413
189,  ,internal,1.710961,1.654202,1.034312013
190,Aegithalos caudatus,terminal,22.593326,22.799757,0.990945912
191,  ,internal,0.665093,0.613859,1.083462163
192,Hylia prasina,terminal,23.258419,23.413616,0.993371507
193,  ,internal,0.830031,0.604792,1.372423908
194,Phylloscopus trochilus,terminal,13.402021,12.198382,1.098672021
195,Rhadina sibilatrix,terminal,13.402021,12.198382,1.098672021
196,  ,internal,10.686429,11.820026,0.904095219
197,  ,internal,1.539487,1.493899,1.030516119
198,  ,internal,0.251383,0.174773,1.438340018
199,Hirundo rustica,terminal,25.87932,25.68708,1.007483918
200,  ,internal,0.305381,0.158592,1.925576322
201,Oxylabes madagascariensis,terminal,22.677243,22.072462,1.027399798
202,Donacobius atricapilla,terminal,22.677243,22.072462,1.027399798
203,  ,internal,0.554535,0.912507,0.607704927
204,Locustella ochotensis,terminal,23.231778,22.984969,1.010737844
205,  ,internal,2.450036,2.381779,1.028657991
206,Acrocephalus arundinaceus,terminal,12.484344,10.835666,1.1521529
207,Hippolais icterina,terminal,12.484344,10.835666,1.1521529
208,  ,internal,13.19747,14.531082,0.908223489
209,  ,internal,0.502887,0.478924,1.050035079
210,  ,internal,0.138356,0.130595,1.059428003
211,Cisticola juncidis,terminal,26.323058,25.976267,1.013350302
212,  ,internal,0.501077,0.298538,1.678436246
213,Sylvietta virens,terminal,26.824135,26.274804,1.02090714
214,  ,internal,0.508106,0.340594,1.491823109
215,Nicator chloris,terminal,27.332241,26.615398,1.026933394
216,  ,internal,0.158057,0.145112,1.089206957
217,Alaudala cheleensis,terminal,25.614022,24.716843,1.036298285
218,Panurus biarmicus,terminal,25.614022,24.716843,1.036298285
219,  ,internal,1.876276,2.043667,0.91809282
220,  ,internal,0.849405,0.799172,1.062856306
221,Parus major,terminal,7.126838,6.915709,1.030528902
222,Pseudopodoces humilis,terminal,7.126838,6.915709,1.030528902
223,  ,internal,2.71341,2.725852,0.995435556
224,Poecile atricapillus,terminal,9.840247,9.641562,1.020607138
225,  ,internal,15.276117,14.97057,1.020409844
226,Anthoscopus minutus,terminal,25.116365,24.612131,1.020487214
227,  ,internal,3.223339,2.94755,1.093565504
228,  ,internal,0.225169,0.166702,1.350727646
229,  ,internal,1.02989,1.034875,0.995182993
230,Chaetops frenatus,terminal,20.634213,19.865698,1.038685527
231,Picathartes gymnocephalus,terminal,20.634213,19.865698,1.038685527
232,  ,internal,8.042495,8.092277,0.993848209
233,Drymodes brunneopygia,terminal,28.676708,27.957974,1.025707657
234,  ,internal,0.918055,0.803283,1.142878662
235,  ,internal,0.215064,0.121259,1.773592063
236,Callaeas wilsoni,terminal,27.115614,26.153515,1.036786604
237,Notiomystis cincta,terminal,27.115614,26.153515,1.036786604
238,  ,internal,2.694213,2.729002,0.987252116
239,  ,internal,0.122791,0.170374,0.720714428
240,Melanocharis versteri,terminal,29.932618,29.05289,1.030280223
241,  ,internal,0.139308,0.103597,1.344710754
242,Cnemophilus loriae,terminal,30.071926,29.156487,1.031397438
243,  ,internal,0.466544,0.399669,1.167325962
244,Erpornis zantholeuca,terminal,18.018702,17.216948,1.046567719
245,Vireo altiloquus,terminal,18.018702,17.216948,1.046567719
246,  ,internal,2.844516,3.248054,0.87576007
247,Pteruthius melanotis,terminal,20.863217,20.465001,1.019458391
248,  ,internal,2.871392,2.921074,0.982991872
249,Oreocharis arfaki,terminal,23.734609,23.386075,1.014903484
250,  ,internal,0.515276,0.510071,1.010204462
251,Pachycephala philippinensis,terminal,22.849931,22.497937,1.015645612
252,Oriolus oriolus,terminal,22.849931,22.497937,1.015645612
253,  ,internal,1.399953,1.398209,1.00124731
254,  ,internal,0.218811,0.23323,0.938176907
255,Aleadryas rufinucha,terminal,21.740844,21.395182,1.016156067
256,Falcunculus frontatus,terminal,21.740844,21.395182,1.016156067
257,  ,internal,2.727851,2.734194,0.997680121
258,  ,internal,0.242253,0.221928,1.091583757
259,Eulacestoma nigropectus,terminal,24.710948,24.351304,1.014768983
260,  ,internal,0.600729,0.378729,1.586171114
261,Daphoenositta chrysoptera,terminal,25.311677,24.730032,1.023519784
262,  ,internal,0.222782,0.203074,1.097048367
263,Dyaphorophyia castanea,terminal,17.290234,17.336169,0.997350337
264,Mystacornis crossleyi,terminal,17.290234,17.336169,0.997350337
265,  ,internal,0.766864,0.722283,1.061722344
266,Dryoscopus gambensis,terminal,18.057098,18.058452,0.999925021
267,  ,internal,0.927527,0.851344,1.089485566
268,Rhagologus leucostigma,terminal,18.984625,18.909796,1.003957155
269,  ,internal,0.535375,0.610204,0.877370519
270,Gymnorhina tibicen,terminal,19.52,19.52,1
271,  ,internal,0.507854,0.560576,0.905950308
272,Machaerirhynchus nigripectus,terminal,20.027854,20.080576,0.997374478
273,  ,internal,5.506605,4.85253,1.134790511
274,  ,internal,0.294221,0.162668,1.80872083
275,Mohoua ochrocephala,terminal,25.828679,25.095774,1.029204319
276,  ,internal,0.214224,0.193495,1.107129383
277,Corvus brachyrhynchos,terminal,0.577063,0.856386,0.673835163
278,Corvus cornix,terminal,0.577063,0.856386,0.673835163
279,  ,internal,1.710015,1.708349,1.000975211
280,Corvus moneduloides,terminal,2.287077,2.564735,0.891740082
281,  ,internal,6.691547,6.100592,1.096868468
282,Aphelocoma coerulescens,terminal,8.978624,8.665326,1.036155362
283,  ,internal,9.524629,9.401408,1.013106654
284,Lanius ludovicianus,terminal,18.503253,18.066734,1.024161478
285,  ,internal,2.203229,1.898055,1.160782485
286,Ifrita kowaldi,terminal,19.351361,18.716809,1.033902788
287,Paradisaea raggiana,terminal,19.351361,18.716809,1.033902788
288,  ,internal,0.818096,0.85516,0.956658403
289,Struthidea cinerea,terminal,20.169457,19.571969,1.030527741
290,  ,internal,0.537025,0.39282,1.367101981
291,  ,internal,0.056967,0.321436,0.177226571
292,Myiagra hebetior,terminal,20.763448,20.286225,1.023524485
293,  ,internal,0.915615,0.537235,1.704310032
294,Dicrurus megarhynchus,terminal,21.679064,20.82346,1.041088465
295,  ,internal,0.299862,0.454141,0.660283921
296,Chaetorhynchus papuensis,terminal,18.806948,18.092501,1.03948857
297,Rhipidura dahli,terminal,18.806948,18.092501,1.03948857
298,  ,internal,3.171978,3.1851,0.995880192
299,  ,internal,4.063978,4.011668,1.013039464
300,  ,internal,0.327729,0.350204,0.93582312
301,Edolisoma coerulescens,terminal,26.370633,25.639473,1.028516967
302,  ,internal,1.575749,1.303549,1.208814552
303,Ptilorrhoa leucosticta,terminal,27.946382,26.943022,1.037240069
304,  ,internal,2.592088,2.613134,0.991946069
305,  ,internal,0.241568,0.225212,1.072624905
306,Orthonyx spaldingii,terminal,26.25,26.25,1
307,Pomatostomus ruficeps,terminal,26.25,26.25,1
308,  ,internal,4.530037,3.531368,1.28279947
309,  ,internal,0.648893,0.683072,0.949962815
310,Origma solitaria,terminal,19.820096,19.655977,1.008349572
311,Pardalotus punctatus,terminal,19.820096,19.655977,1.008349572
312,  ,internal,1.961481,2.076965,0.944397715
313,Grantiella picta,terminal,21.781577,21.732942,1.002237847
314,  ,internal,0.458423,0.507058,0.904083951
315,Dasyornis broadbenti,terminal,22.24,22.24,1
316,  ,internal,5.032193,3.905158,1.288601639
317,Malurus elegans,terminal,27.272193,26.145158,1.043106835
318,  ,internal,4.156737,4.319281,0.962367811
319,  ,internal,1.151045,1.26432,0.910406384
320,Climacteris rufus,terminal,29.318966,28.181571,1.040359531
321,Ptilonorhynchus violaceus,terminal,29.318966,28.181571,1.040359531
322,  ,internal,3.26101,3.547188,0.919322573
323,  ,internal,0.508275,0.486867,1.043970941
324,Atrichornis clamosus,terminal,26.77,26.77,1
325,Menura novaehollandiae,terminal,26.77,26.77,1
326,  ,internal,6.31825,5.445626,1.160243102
327,  ,internal,0.89175,1.764374,0.505420053
328,Mionectes macconnelli,terminal,22.837027,20.598455,1.108676694
329,Tyrannus savana,terminal,22.837027,20.598455,1.108676694
330,  ,internal,0.814906,0.672303,1.212111206
331,Tachuris rubrigastra,terminal,23.651932,21.270758,1.111945893
332,  ,internal,0.435626,0.279638,1.557821183
333,Neopipo cinnamomea,terminal,24.087558,21.550396,1.117731572
334,  ,internal,1.298791,0.846591,1.534142225
335,Piprites chloris,terminal,25.386349,22.396986,1.133471664
336,  ,internal,1.793337,1.340229,1.338082522
337,Onychorhynchus coronatus,terminal,25.93909,22.668209,1.144293755
338,Oxyruncus cristatus,terminal,25.93909,22.668209,1.144293755
339,  ,internal,1.240596,1.069007,1.160512513
340,  ,internal,0.334872,0.234015,1.430985193
341,Pachyramphus minor,terminal,27.514559,23.97123,1.147815903
342,  ,internal,0.732385,0.381354,1.920485953
343,Cephalopterus ornatus,terminal,28.246943,24.352585,1.15991559
344,  ,internal,0.893093,0.512062,1.744111065
345,Lepidothrix coronata,terminal,11.110712,7.614156,1.459217804
346,Manacus manacus,terminal,11.110712,7.614156,1.459217804
347,  ,internal,18.029325,17.25049,1.045148573
348,  ,internal,2.332752,7.004822,0.333020882
349,Campylorhamphus procurvoides,terminal,6.982573,7.666172,0.91082916
350,Xiphorhynchus elegans,terminal,6.982573,7.666172,0.91082916
351,  ,internal,11.244214,9.258548,1.214468403
352,Furnarius figulus,terminal,18.226787,16.92472,1.076932853
353,  ,internal,2.175963,2.267382,0.959680812
354,Sclerurus mexicanus,terminal,20.402751,19.192103,1.063080528
355,  ,internal,6.297425,7.034441,0.895227496
356,Formicarius rufipectus,terminal,26.700175,26.226544,1.018059223
357,  ,internal,0.443641,0.580126,0.764732144
358,Scytalopus superciliaris,terminal,27.143816,26.80667,1.012576944
359,  ,internal,0.964029,0.888209,1.085362792
360,Grallaria varia,terminal,28.107845,27.694879,1.014911277
361,  ,internal,0.707524,0.893238,0.792089007
362,Rhegmatorhina hoffmannsi,terminal,10.513245,12.151208,0.865201633
363,Sakesphorus luctuosus,terminal,10.513245,12.151208,0.865201633
364,  ,internal,18.302124,16.436909,1.113477236
365,  ,internal,2.657419,3.281351,0.809855148
366,  ,internal,1.320702,1.073226,1.230590761
367,Sapayoa aenigma,terminal,29.520732,27.200208,1.08531273
368,Pitta sordida,terminal,29.520732,27.200208,1.08531273
369,  ,internal,0.722645,0.615334,1.174394719
370,Calyptomena viridis,terminal,26.15126,23.831587,1.097336069
371,Smithornis capensis,terminal,26.15126,23.831587,1.097336069
372,  ,internal,4.092116,3.983955,1.027149152
373,  ,internal,0.419157,0.35556,1.178864327
374,Neodrepanis coruscans,terminal,23.827094,21.712156,1.097408014
375,Serilophus lunatus,terminal,23.827094,21.712156,1.097408014
376,  ,internal,6.83544,6.458946,1.058290315
377,  ,internal,2.130957,4.771593,0.446592364
378,  ,internal,1.186509,1.037305,1.143838119
379,  ,internal,4.825808,5.152197,0.93665052
380,Acanthisitta chloris,terminal,38.805808,39.132197,0.991659323
381,  ,internal,17.874192,17.547803,1.018599992
382,Agapornis roseicollis,terminal,19.956372,18.888163,1.056554415
383,Melopsittacus undulatus,terminal,19.956372,18.888163,1.056554415
384,  ,internal,3.460218,3.745223,0.923901728
385,Amazona guildingii,terminal,23.416589,22.633386,1.034603881
386,  ,internal,2.540731,2.870693,0.885058416
387,Eolophus roseicapillus,terminal,11.002487,11.968611,0.919278519
388,Probosciger aterrimus,terminal,11.002487,11.968611,0.919278519
389,  ,internal,14.954833,13.535468,1.104862647
390,  ,internal,5.455813,6.093079,0.895411499
391,Nestor notabilis,terminal,31.413133,31.597157,0.994175932
392,  ,internal,25.266867,25.082843,1.007336648
393,  ,internal,1.391185,1.337679,1.039999133
394,Falco cherrug,terminal,0.687833,1.118864,0.61476015
395,Falco peregrinus,terminal,0.687833,1.118864,0.61476015
396,  ,internal,22.261791,30.452275,0.731038683
397,Herpetotheres cachinnans,terminal,22.949624,31.571139,0.726917835
398,  ,internal,35.121561,26.446539,1.328021069
399,  ,internal,2.137504,1.407576,1.518570933
400,Cariama cristata,terminal,6.606272,9.287068,0.711340974
401,Chunga burmeisteri,terminal,6.606272,9.287068,0.711340974
402,  ,internal,53.602416,50.138186,1.069093645
403,  ,internal,8.153654,8.795623,0.927012674
404,Ramphastos sulfuratus,terminal,15.522369,15.014361,1.033834807
405,Semnornis frantzii,terminal,15.522369,15.014361,1.033834807
406,  ,internal,1.553948,1.817284,0.855093645
407,Eubucco bourcierii,terminal,17.076317,16.831645,1.014536428
408,  ,internal,15.11097,12.745328,1.185608562
409,Tricholaema leucomelas,terminal,32.187287,29.576973,1.088254941
410,  ,internal,1.428919,1.893148,0.754784623
411,Psilopogon haemacephalus,terminal,33.616206,31.470121,1.068194368
412,  ,internal,6.378414,9.321871,0.684241822
413,Picoides pubescens,terminal,30.299346,29.971358,1.010943381
414,Indicator maculatus,terminal,30.299346,29.971358,1.010943381
415,  ,internal,9.695273,10.820634,0.895998608
416,  ,internal,22.526139,22.622612,0.99573555
417,Bucco capensis,terminal,50.784164,50.105436,1.013545995
418,Galbula dea,terminal,50.784164,50.105436,1.013545995
419,  ,internal,11.736594,13.309168,0.881842802
420,  ,internal,2.958902,2.754246,1.074305636
421,Chloroceryle aenea,terminal,32.362056,29.4916,1.097331308
422,Halcyon senegalensis,terminal,32.362056,29.4916,1.097331308
423,  ,internal,0.912999,1.412948,0.64616603
424,Ceyx cyanopectus,terminal,33.275054,30.904549,1.07670408
425,  ,internal,5.251558,7.306305,0.718770706
426,Baryphthengus martii,terminal,38.526612,38.210854,1.008263568
427,  ,internal,1.453388,1.769146,0.821519535
428,Todus mexicanus,terminal,39.98,39.98,1
429,  ,internal,20.81099,20.997954,0.991096085
430,Brachypteracias leptosomus,terminal,41.730485,40.204832,1.037947006
431,Eurystomus gularis,terminal,41.730485,40.204832,1.037947006
432,  ,internal,18.179515,19.705168,0.922575996
433,Merops nubicus,terminal,59.91,59.91,1
434,  ,internal,0.88099,1.067954,0.824932535
435,  ,internal,4.68867,5.190896,0.903248688
436,  ,internal,0.863245,0.801569,1.076944093
437,Buceros rhinoceros,terminal,26.607511,27.379139,0.971816937
438,Bucorvus abyssinicus,terminal,26.607511,27.379139,0.971816937
439,  ,internal,35.392489,34.620861,1.022287949
440,Rhinopomastus cyanomelas,terminal,37.746955,37.738996,1.000210896
441,Upupa epops,terminal,37.746955,37.738996,1.000210896
442,  ,internal,24.253045,24.261004,0.999671943
443,  ,internal,4.342905,4.970419,0.873750281
444,  ,internal,0.814519,0.508539,1.601684433
445,Apaloderma vittatum,terminal,18.265604,21.983756,0.83086821
446,Trogon melanurus,terminal,18.265604,21.983756,0.83086821
447,  ,internal,48.89182,45.495203,1.074658794
448,  ,internal,0.338346,0.212949,1.588859304
449,Leptosomus discolor,terminal,67.49577,67.691907,0.997102504
450,  ,internal,0.49423,0.298093,1.657972512
451,Colius striatus,terminal,18.53168,22.134591,0.837227126
452,Urocolius indicus,terminal,18.53168,22.134591,0.837227126
453,  ,internal,49.45832,45.855409,1.078571123
454,  ,internal,0.194248,0.094498,2.055577896
455,Haliaeetus albicilla,terminal,0.343603,0.505746,0.679398354
456,Haliaeetus leucocephalus,terminal,0.343603,0.505746,0.679398354
457,  ,internal,6.098282,9.354768,0.651890245
458,Aquila chrysaetos,terminal,3.381859,4.302845,0.785958825
459,Spizaetus tyrannus,terminal,3.381859,4.302845,0.785958825
460,  ,internal,3.060026,5.55767,0.550595123
461,  ,internal,1.866556,1.131494,1.649638443
462,Circaetus pectoralis,terminal,8.308441,10.992008,0.755861986
463,  ,internal,20.787985,18.159178,1.144764647
464,Pandion haliaetus,terminal,29.096426,29.151186,0.998121517
465,  ,internal,26.733574,26.678814,1.002052565
466,Sagittarius serpentarius,terminal,55.83,55.83,1
467,  ,internal,5.846769,6.161317,0.948947928
468,Cathartes aura,terminal,61.676769,61.991317,0.994925935
469,  ,internal,4.103231,3.788683,1.083023045
470,Ciccaba nigrolineata,terminal,0.806134,3.250607,0.247994913
471,Strix occidentalis,terminal,0.806134,3.250607,0.247994913
472,  ,internal,21.592614,17.877723,1.207794415
473,Glaucidium brasilianum,terminal,22.398748,21.12833,1.060128652
474,  ,internal,27.436343,29.67488,0.924564581
475,Tyto alba,terminal,49.835091,50.80321,0.980943744
476,  ,internal,15.944909,14.97679,1.064641288
477,  ,internal,2.404248,2.304498,1.043284915
478,  ,internal,0.178095,0.13638,1.305873295
479,  ,internal,1.571244,0.911515,1.723771962
480,Phalacrocorax auritus,terminal,1.288428,1.532695,0.840629088
481,Phalacrocorax brasilianus,terminal,1.288428,1.532695,0.840629088
482,  ,internal,1.161939,0.974583,1.192242221
483,Phalacrocorax harrisi,terminal,2.450366,2.507278,0.977301281
484,  ,internal,2.284494,1.693497,1.348980246
485,Phalacrocorax carbo,terminal,4.208172,3.818504,1.102047294
486,Phalacrocorax pelagicus,terminal,4.208172,3.818504,1.102047294
487,  ,internal,0.526688,0.38227,1.377790567
488,  ,internal,17.756851,25.764122,0.689208466
489,Anhinga anhinga,terminal,13.053138,15.147856,0.861715216
490,Anhinga rufa,terminal,13.053138,15.147856,0.861715216
491,  ,internal,9.438574,14.817041,0.637008023
492,  ,internal,5.052409,3.639008,1.388402828
